frame,cls_id,obj_id,dist_gt,dist_pred,error_pct,iou
65,2,7,34.486,36.762,6.6,0.91
66,2,7,33.477,36.762,9.81,0.87
67,2,7,32.468,36.189,11.46,0.91
68,2,7,31.461,35.56,13.03,0.84
69,2,7,30.454,35.089,15.22,0.84
70,2,7,29.557,34.736,17.52,0.86
73,2,7,26.851,34.194,27.35,0.95
99,2,16,32.832,35.02,6.66,0.66
104,2,15,37.38,39.609,5.96,0.8
105,2,15,36.707,39.609,7.91,0.86
106,2,16,38.577,35.333,8.41,0.82
107,2,16,38.624,35.568,7.91,0.77
108,2,16,38.671,36.196,6.4,0.69
108,2,15,34.64,39.469,13.94,0.79
109,2,16,38.718,36.827,4.88,0.67
109,2,15,33.87,39.155,15.61,0.82
110,2,15,33.099,38.466,16.21,0.87
111,2,15,32.328,37.516,16.05,0.87
112,2,15,31.529,36.748,16.55,0.76
113,2,15,30.731,35.96,17.02,0.86
115,2,15,29.11,35.131,20.68,0.85
116,2,15,28.288,34.008,20.22,0.87
117,2,15,27.466,32.931,19.9,0.87
123,2,24,31.938,35.331,10.62,0.88
124,2,24,31.466,35.331,12.28,0.86
125,2,24,30.993,35.049,13.09,0.83
126,2,24,30.52,34.783,13.97,0.85
127,2,24,30.048,34.34,14.28,0.84
128,2,24,29.575,33.912,14.66,0.79
133,2,24,26.857,33.415,24.42,0.74
134,2,24,26.219,32.222,22.9,0.76
135,2,24,25.58,30.985,21.13,0.77
136,2,24,24.941,29.851,19.68,0.75
137,2,24,24.303,28.839,18.67,0.86
