frame,obj_id,dist_gt,dist_pred,error_pct,iou
34,8,55.254,55.526,0.49,0.84
55,9,19.495,18.734,3.9,0.88
56,9,20.585,18.734,8.99,0.89
57,9,21.731,18.734,13.79,0.86
58,9,22.876,19.638,14.15,0.84
59,9,24.022,21.014,12.52,0.9
60,9,25.237,22.4,11.24,0.87
61,9,26.452,23.499,11.16,0.83
62,9,27.751,24.709,10.96,0.82
63,9,29.049,25.89,10.87,0.83
64,9,30.395,26.816,11.78,0.85
65,9,31.742,28.002,11.78,0.86
66,9,33.088,29.4,11.15,0.88
67,9,34.504,31.277,9.35,0.9
68,9,35.919,32.335,9.98,0.9
69,9,37.335,33.056,11.46,0.86
71,9,40.275,34.333,14.75,0.81
72,14,15.047,14.249,5.3,0.76
72,9,41.79,36.106,13.6,0.86
73,14,16.046,14.249,11.2,0.76
73,9,43.305,39.922,7.81,0.87
74,14,17.045,14.249,16.4,0.73
74,9,44.82,40.509,9.62,0.88
75,14,18.091,15.19,16.03,0.73
75,9,46.294,42.26,8.71,0.88
76,14,19.137,16.549,13.52,0.76
77,14,20.215,17.725,12.32,0.72
78,14,21.293,18.595,12.67,0.72
79,14,22.371,19.55,12.61,0.76
80,14,23.475,20.065,14.52,0.76
81,14,24.579,21.617,12.05,0.73
82,14,25.683,22.776,11.32,0.76
83,14,26.821,23.737,11.5,0.81
84,14,27.959,25.021,10.51,0.83
85,14,29.097,26.637,8.45,0.86
86,14,30.235,27.665,8.5,0.83
87,14,31.42,29.331,6.65,0.86
87,18,17.648,16.831,4.63,0.81
88,14,32.606,30.485,6.51,0.85
88,18,18.808,16.831,10.51,0.82
89,14,33.791,31.292,7.4,0.86
89,18,19.967,16.831,15.71,0.81
90,14,34.977,32.546,6.95,0.81
90,18,21.175,17.925,15.35,0.82
91,14,36.206,33.071,8.66,0.78
91,18,22.383,19.047,14.9,0.81
92,14,37.435,33.803,9.7,0.88
92,18,23.591,20.331,13.82,0.82
93,18,24.877,21.66,12.93,0.82
94,18,26.164,22.927,12.37,0.82
94,14,39.987,34.67,13.3,0.85
95,18,27.451,24.166,11.97,0.82
95,14,41.263,36.814,10.78,0.77
96,18,28.857,25.768,10.71,0.82
97,18,30.264,26.86,11.25,0.83
98,18,31.67,29.51,6.82,0.85
99,18,33.076,30.827,6.8,0.85
100,18,34.554,31.884,7.73,0.87
102,18,37.519,34.14,9.0,0.83
103,18,39.073,34.517,11.66,0.86
104,18,40.628,39.412,2.99,0.86
105,18,42.184,40.482,4.03,0.87
105,20,19.363,18.54,4.25,0.83
106,18,43.74,40.792,6.74,0.87
106,20,20.393,18.54,9.09,0.84
109,20,23.704,18.54,21.79,0.87
110,20,24.864,19.672,20.88,0.82
111,20,25.979,23.807,8.36,0.83
111,18,51.539,41.508,19.46,0.78
112,21,17.452,17.031,2.41,0.81
112,20,27.093,25.088,7.4,0.86
112,18,53.104,44.975,15.31,0.86
113,21,18.585,17.031,8.36,0.81
113,20,28.245,25.75,8.83,0.86
114,21,19.718,17.031,13.63,0.86
114,20,29.397,26.787,8.88,0.86
115,21,20.85,17.933,13.99,0.87
115,20,30.549,28.948,5.24,0.86
116,21,21.983,18.973,13.69,0.83
116,20,31.702,30.392,4.13,0.87
117,21,23.136,20.135,12.97,0.86
117,20,32.855,30.705,6.54,0.88
118,21,24.288,21.472,11.59,0.85
119,21,25.502,22.43,12.05,0.83
120,21,26.717,23.744,11.13,0.84
121,21,27.931,24.564,12.06,0.87
122,21,29.145,25.935,11.01,0.86
123,21,30.36,27.681,8.82,0.89
124,21,31.587,28.666,9.25,0.91
125,21,32.814,29.51,10.07,0.93
126,21,34.042,31.027,8.86,0.84
127,21,35.152,32.388,7.86,0.92
138,22,46.902,48.535,3.48,0.89
139,22,48.13,48.535,0.84,0.93
140,22,49.358,48.535,1.67,0.92
141,22,50.587,48.535,4.06,0.82
142,22,51.849,49.113,5.28,0.84
144,22,54.375,49.878,8.27,0.75
145,22,55.653,50.808,8.71,0.75
146,22,56.93,54.059,5.04,0.85
147,22,58.208,56.696,2.6,0.77
148,22,59.522,57.727,3.02,0.88
190,34,54.523,43.35,20.49,0.81
