frame,obj_id,dist_gt,dist_pred,error_pct,iou
34,25,42.315,264.106,524.14,0.79
35,25,41.513,229.947,453.91,0.73
36,25,40.711,196.125,381.75,0.72
37,25,39.91,131.602,229.75,0.84
38,25,39.108,93.617,139.38,0.83
39,25,38.306,81.486,112.73,0.92
40,25,37.504,81.702,117.85,0.86
41,25,36.563,85.717,134.44,0.85
42,25,35.622,87.144,144.63,0.85
43,25,34.681,87.631,152.67,0.89
44,25,33.75,79.903,136.75,0.88
45,25,32.819,74.374,126.62,0.84
46,25,31.911,64.754,102.92,0.8
47,25,31.023,59.983,93.35,0.89
48,25,29.972,56.679,89.1,0.91
49,25,29.034,49.463,70.36,0.89
50,25,28.096,43.932,56.36,0.88
51,25,27.154,41.368,52.35,0.85
52,25,26.211,38.807,48.06,0.89
53,25,25.255,35.73,41.47,0.91
54,25,24.3,33.498,37.85,0.91
55,25,23.345,31.093,33.19,0.91
56,25,22.382,28.886,29.06,0.87
57,25,21.46,26.936,25.52,0.89
58,25,20.537,25.585,24.58,0.88
59,25,19.615,24.472,24.76,0.9
60,25,18.692,22.88,22.4,0.9
61,25,17.712,21.32,20.37,0.89
62,25,16.733,19.692,17.69,0.86
63,25,15.753,18.408,16.86,0.86
64,25,14.773,17.147,16.07,0.82
65,25,14.135,15.589,10.28,0.86
66,25,13.026,14.28,9.63,0.81
67,25,12.136,13.074,7.73,0.81
68,25,11.505,11.947,3.84,0.84
69,25,10.873,10.835,0.36,0.82
70,25,10.242,9.867,3.66,0.84
71,25,9.575,8.909,6.96,0.86
72,25,8.909,8.118,8.88,0.85
73,25,8.242,7.393,10.31,0.85
74,25,7.576,6.743,10.99,0.83
74,38,10.897,13.245,21.54,0.77
75,38,10.766,13.147,22.12,0.76
76,38,10.778,13.115,21.68,0.62
77,38,10.789,13.201,22.35,0.68
78,38,10.801,13.133,21.58,0.7
79,38,10.813,12.919,19.48,0.67
80,38,10.825,12.667,17.01,0.64
81,38,10.837,12.496,15.31,0.66
82,38,10.849,12.528,15.48,0.67
83,38,10.861,12.539,15.45,0.63
84,38,10.873,12.542,15.36,0.62
85,38,10.884,12.456,14.43,0.66
86,38,10.865,12.514,15.18,0.67
87,38,10.846,12.623,16.39,0.63
88,38,10.826,12.57,16.11,0.61
89,38,10.807,12.553,16.16,0.62
90,38,10.787,12.459,15.5,0.65
91,38,10.768,12.428,15.42,0.58
137,55,13.107,14.029,7.03,0.72
138,55,12.62,13.704,8.59,0.71
139,55,12.134,13.196,8.75,0.68
140,55,11.648,12.574,7.95,0.7
141,55,11.162,11.963,7.18,0.77
142,55,10.675,11.395,6.74,0.81
143,55,10.151,10.808,6.47,0.75
144,55,9.658,10.026,3.81,0.86
145,55,9.103,9.377,3.01,0.74
146,55,8.579,8.772,2.24,0.7
149,65,12.423,12.158,2.13,0.71
150,65,12.025,11.679,2.88,0.73
151,65,11.627,11.453,1.5,0.81
152,65,11.214,11.453,2.13,0.78
153,65,10.791,11.38,5.45,0.76
153,69,17.755,21.361,20.31,0.88
154,69,17.461,21.887,25.35,0.73
155,69,17.167,22.345,30.17,0.85
156,69,16.873,22.502,33.36,0.67
160,69,15.74,20.715,31.61,0.61
161,75,18.297,23.95,30.9,0.76
162,75,17.762,23.95,34.84,0.74
164,75,16.691,22.159,32.76,0.83
166,75,15.644,20.381,30.28,0.54
167,75,15.133,19.631,29.72,0.59
169,75,14.111,18.017,27.68,0.64
171,75,13.119,16.557,26.2,0.64
173,88,11.003,11.565,5.1,0.56
173,90,12.094,13.548,12.02,0.6
178,94,11.764,12.413,5.51,0.58
178,90,10.795,12.158,12.63,0.72
179,94,11.13,12.075,8.49,0.68
179,90,10.548,11.527,9.29,0.73
180,94,10.496,11.502,9.59,0.66
180,90,10.3,11.26,9.31,0.7
181,94,9.871,11.773,19.27,0.57
181,90,10.053,11.103,10.45,0.69
182,90,9.838,11.707,19.01,0.58
183,90,9.622,11.174,16.13,0.64
184,90,9.406,10.939,16.3,0.75
185,90,9.191,10.797,17.48,0.61
187,90,8.779,10.822,23.28,0.54
189,90,8.386,10.505,25.27,0.55
190,90,8.19,9.169,11.95,0.63
191,90,7.994,8.461,5.85,0.81
192,90,7.818,8.287,6.01,0.83
193,90,7.641,8.269,8.22,0.65
194,90,7.465,8.263,10.69,0.59
195,90,7.289,7.965,9.27,0.52
196,90,7.113,7.601,6.86,0.52
196,105,20.881,21.361,2.3,0.86
197,90,6.923,7.748,11.92,0.52
197,105,18.117,20.859,15.14,0.54
198,90,6.733,7.566,12.38,0.53
199,90,6.543,7.292,11.45,0.55
199,105,17.352,20.227,16.57,0.7
200,90,6.353,7.006,10.28,0.56
200,105,16.97,19.801,16.68,0.77
201,90,6.163,6.758,9.65,0.66
201,105,16.589,19.663,18.53,0.7
202,90,5.992,6.532,9.01,0.72
202,108,16.196,19.595,20.98,0.73
