frame,cls_id,obj_id,dist_gt,dist_pred,error_pct,iou
62,2,10,37.627,42.299,12.42,0.75
64,2,10,35.496,42.299,19.17,0.74
65,2,10,34.486,42.054,21.94,0.91
66,2,10,33.477,41.131,22.86,0.87
67,2,10,32.468,39.838,22.7,0.91
68,2,10,31.461,38.568,22.59,0.87
69,2,10,30.454,37.615,23.51,0.86
70,2,10,29.557,36.9,24.85,0.86
73,2,10,26.851,36.062,34.3,0.95
98,2,24,33.993,37.035,8.95,0.68
99,2,24,32.832,37.035,12.8,0.64
103,2,21,38.054,40.847,7.34,0.84
104,2,21,37.38,40.847,9.27,0.82
105,2,21,36.707,40.847,11.28,0.86
106,2,21,36.033,40.847,13.36,0.77
106,2,29,38.577,39.492,2.37,0.82
107,2,21,35.337,40.847,15.59,0.72
107,2,29,38.624,39.492,2.25,0.8
108,2,21,34.64,40.619,17.26,0.75
108,2,29,38.671,39.492,2.12,0.71
109,2,21,33.87,40.374,19.2,0.81
109,2,29,38.718,39.492,2.0,0.68
110,2,21,33.099,39.746,20.08,0.87
111,2,21,32.328,38.763,19.9,0.87
112,2,21,31.529,37.696,19.56,0.77
113,2,21,30.731,36.632,19.2,0.85
114,2,21,29.932,35.599,18.93,0.87
115,2,21,29.11,34.607,18.88,0.85
116,2,21,28.288,33.657,18.98,0.89
116,2,29,40.389,39.492,2.22,0.71
117,2,21,27.466,32.75,19.24,0.87
123,2,31,31.938,37.035,15.96,0.82
124,2,31,31.466,37.035,17.7,0.85
125,2,31,30.993,36.493,17.75,0.83
126,2,31,30.52,36.086,18.24,0.84
127,2,31,30.048,35.614,18.53,0.84
128,2,31,29.575,35.047,18.5,0.8
129,2,31,29.031,34.403,18.5,0.76
130,2,31,28.488,33.707,18.32,0.64
131,2,31,27.944,33.117,18.51,0.61
133,2,31,26.857,32.517,21.07,0.72
134,2,31,26.219,31.528,20.25,0.73
135,2,31,25.58,30.623,19.72,0.77
136,2,31,24.941,29.683,19.01,0.76
137,2,31,24.303,28.799,18.5,0.87
