frame,obj_id,dist_gt,dist_pred,error_pct,iou
22,3,17.275,16.057,7.05,0.85
23,3,16.338,15.106,7.54,0.87
24,3,15.183,14.001,7.79,0.87
25,3,14.029,12.879,8.2,0.83
26,3,12.803,11.956,6.62,0.78
27,14,21.685,20.833,3.93,0.86
28,14,20.678,19.055,7.85,0.89
29,14,19.671,19.541,0.66,0.87
30,14,18.45,17.071,7.47,0.89
31,14,17.072,16.086,5.78,0.88
36,4,25.059,22.401,10.61,0.83
37,4,25.604,22.686,11.4,0.8
38,4,26.149,23.077,11.75,0.85
39,4,26.617,24.152,9.26,0.79
40,4,27.085,23.562,13.01,0.91
41,4,27.543,23.999,12.87,0.79
43,4,28.372,23.827,16.02,0.89
44,4,28.742,23.77,17.3,0.86
45,4,29.112,24.071,17.32,0.89
46,4,29.472,24.505,16.85,0.83
47,4,29.831,24.653,17.36,0.84
48,4,30.191,25.049,17.03,0.85
49,4,30.533,25.544,16.34,0.82
50,4,30.876,25.714,16.72,0.8
51,4,31.218,25.048,19.76,0.86
52,4,31.605,25.544,19.18,0.84
53,4,31.993,27.708,13.39,0.78
54,4,32.357,28.977,10.45,0.74
55,4,32.722,31.502,3.73,0.74
56,4,33.085,28.784,13.0,0.81
57,4,33.448,27.129,18.89,0.82
58,4,33.812,25.848,23.55,0.83
59,4,34.181,26.584,22.23,0.84
60,4,34.55,27.248,21.13,0.79
61,4,34.919,29.279,16.15,0.78
62,4,35.288,31.07,11.95,0.73
63,4,35.657,32.885,7.78,0.72
64,4,36.036,31.749,11.9,0.75
68,4,37.555,36.523,2.75,0.73
107,34,25.44,32.937,29.47,0.7
109,34,21.447,28.702,33.83,0.73
110,34,19.465,25.924,33.18,0.69
111,34,17.483,22.574,29.12,0.74
186,62,24.607,21.204,13.83,0.93
187,62,23.215,20.475,11.8,0.91
188,62,21.832,18.954,13.18,0.95
189,62,20.448,17.245,15.66,0.89
190,62,19.065,16.137,15.36,0.89
191,62,17.682,15.524,12.2,0.91
202,69,11.504,13.207,14.8,0.75
203,69,10.104,12.13,20.05,0.68
204,69,8.695,10.43,19.96,0.73
263,114,42.444,39.492,6.95,0.79
