frame,obj_id,dist_gt,dist_pred,error_pct,iou
0,6,15.254,14.319,6.13,0.91
1,6,15.053,13.982,7.11,0.91
2,6,14.852,13.82,6.95,0.9
3,6,14.651,13.355,8.85,0.89
4,6,14.45,13.207,8.61,0.89
5,6,14.25,12.92,9.33,0.89
6,6,14.049,12.92,8.03,0.89
7,6,13.848,12.92,6.7,0.93
8,6,13.647,12.92,5.33,0.9
9,6,13.446,12.646,5.95,0.9
10,6,13.245,12.54,5.32,0.87
11,6,13.139,12.385,5.73,0.87
12,6,13.032,12.237,6.1,0.84
13,6,12.926,12.094,6.43,0.87
14,6,12.82,11.94,6.86,0.91
15,6,12.713,11.777,7.36,0.94
16,6,12.607,11.64,7.67,0.92
17,6,12.5,11.523,7.82,0.92
18,6,12.394,11.408,7.95,0.91
19,6,12.288,11.266,8.31,0.91
20,6,12.181,11.161,8.38,0.91
21,6,12.198,11.056,9.36,0.92
22,6,12.215,10.995,9.99,0.89
23,6,12.232,10.97,10.31,0.89
24,6,12.249,10.963,10.5,0.89
25,6,12.265,10.97,10.56,0.86
26,6,12.383,11.005,11.12,0.87
27,6,12.5,10.993,12.05,0.88
28,6,12.617,11.011,12.73,0.89
29,6,12.734,11.054,13.19,0.87
30,6,12.851,11.078,13.79,0.91
31,6,13.068,11.114,14.96,0.93
32,6,13.285,11.159,16.01,0.94
33,6,13.502,11.228,16.85,0.94
34,6,13.719,11.303,17.62,0.92
35,6,13.937,11.399,18.21,0.94
36,6,14.236,11.499,19.22,0.94
37,6,14.535,11.619,20.06,0.92
38,6,14.833,11.773,20.63,0.91
39,6,15.132,11.926,21.19,0.9
40,6,15.431,12.114,21.5,0.89
41,6,15.778,12.352,21.71,0.9
42,6,16.124,12.621,21.72,0.91
43,6,16.471,12.885,21.77,0.91
44,6,16.817,13.122,21.97,0.93
45,6,17.164,13.356,22.18,0.9
46,6,17.512,13.588,22.41,0.92
47,6,17.86,13.862,22.39,0.89
48,6,18.208,14.155,22.26,0.88
49,6,18.556,14.469,22.02,0.89
50,6,18.904,14.753,21.96,0.9
51,6,19.21,15.035,21.74,0.89
52,6,19.517,15.343,21.39,0.88
53,6,19.823,15.62,21.2,0.85
54,6,20.13,15.929,20.87,0.86
55,6,20.436,16.237,20.55,0.87
56,6,20.732,16.578,20.04,0.82
57,6,21.027,16.919,19.54,0.81
58,6,21.323,17.226,19.21,0.8
59,6,21.618,17.538,18.87,0.82
60,6,21.913,17.818,18.69,0.82
61,6,22.162,18.107,18.3,0.86
62,6,22.41,18.365,18.05,0.89
63,6,22.659,18.717,17.4,0.89
64,6,22.907,19.075,16.73,0.88
65,6,23.155,19.268,16.79,0.84
66,6,23.403,19.438,16.94,0.89
67,6,23.65,19.543,17.36,0.87
68,6,23.898,19.681,17.65,0.85
69,6,24.145,19.894,17.61,0.84
70,6,24.393,20.176,17.29,0.79
71,6,24.632,20.428,17.07,0.85
72,6,24.871,20.751,16.57,0.84
73,6,25.111,21.143,15.8,0.79
74,6,25.352,21.55,15.0,0.81
75,6,25.593,21.916,14.37,0.82
76,6,25.813,22.244,13.83,0.8
77,6,26.033,22.478,13.66,0.79
78,6,26.252,22.685,13.59,0.75
79,6,26.471,22.99,13.15,0.78
80,6,26.691,23.325,12.61,0.84
81,6,26.911,23.623,12.22,0.85
82,6,27.131,24.361,10.21,0.72
83,6,27.352,24.824,9.24,0.71
84,6,27.571,25.241,8.45,0.75
85,6,27.791,25.614,7.83,0.8
86,6,28.01,26.026,7.08,0.83
87,6,28.229,26.233,7.07,0.8
88,6,28.448,26.579,6.57,0.76
89,6,28.668,26.719,6.8,0.73
90,6,28.887,26.927,6.79,0.73
91,6,29.026,27.11,6.6,0.78
92,6,29.165,27.357,6.2,0.83
93,6,29.304,27.575,5.9,0.79
94,6,29.443,27.59,6.3,0.78
95,6,29.582,27.602,6.69,0.76
96,6,29.705,27.525,7.34,0.8
97,6,29.827,27.546,7.65,0.81
98,6,29.845,27.565,7.64,0.78
99,6,29.863,27.493,7.94,0.77
100,6,29.934,27.518,8.07,0.77
101,6,30.005,27.628,7.92,0.75
102,6,30.076,27.636,8.11,0.74
102,37,29.224,24.728,15.39,0.77
103,6,30.147,27.821,7.71,0.71
105,6,30.288,28.167,7.0,0.75
106,6,30.297,28.474,6.02,0.76
107,6,30.306,28.651,5.46,0.72
108,6,30.314,28.239,6.84,0.68
109,6,30.323,27.802,8.32,0.65
109,39,35.954,25.252,29.77,0.59
110,39,34.855,24.728,29.06,0.6
111,39,26.448,24.728,6.5,0.57
111,6,30.273,27.432,9.38,0.73
112,39,25.373,22.831,10.02,0.56
112,6,30.214,27.205,9.96,0.74
113,39,24.298,21.589,11.15,0.5
113,6,30.156,27.182,9.86,0.75
114,39,26.837,20.833,22.37,0.52
114,6,30.097,27.334,9.18,0.75
115,39,25.74,19.47,24.36,0.52
115,6,30.039,27.379,8.85,0.77
116,6,29.981,27.507,8.25,0.85
117,6,29.922,27.797,7.1,0.79
117,41,27.134,21.589,20.44,0.53
119,6,29.805,28.331,4.95,0.76
120,6,29.747,28.811,3.15,0.75
121,6,29.667,29.044,2.1,0.83
122,6,29.588,29.249,1.14,0.83
123,6,29.508,29.131,1.28,0.89
124,6,29.428,29.03,1.35,0.89
126,6,29.269,28.749,1.78,0.82
127,6,29.19,28.322,2.97,0.79
128,6,29.11,27.871,4.25,0.79
129,6,29.029,27.491,5.3,0.82
130,6,28.949,27.342,5.55,0.83
131,6,28.838,27.214,5.63,0.8
134,6,28.504,27.362,4.01,0.78
135,6,28.392,27.492,3.17,0.81
136,6,28.281,27.342,3.32,0.77
137,6,28.17,27.128,3.7,0.74
138,6,28.059,26.861,4.27,0.7
139,6,27.948,26.634,4.7,0.73
140,6,27.837,26.439,5.02,0.75
141,6,27.652,26.515,4.11,0.73
142,6,27.466,26.664,2.92,0.75
143,6,27.281,26.546,2.69,0.78
144,6,27.096,26.284,3.0,0.78
145,6,26.911,25.904,3.74,0.78
146,6,26.693,25.658,3.88,0.75
146,64,29.225,24.224,17.11,0.57
147,6,26.476,25.374,4.16,0.74
147,64,24.251,23.277,4.02,0.69
148,6,26.258,25.132,4.29,0.75
148,64,23.289,21.589,7.3,0.7
149,6,26.04,24.854,4.55,0.76
150,6,25.823,24.618,4.67,0.78
151,6,25.537,24.347,4.66,0.75
152,6,25.251,24.05,4.76,0.79
153,6,24.966,23.666,5.2,0.84
154,6,24.68,23.535,4.64,0.73
155,6,24.394,23.422,3.99,0.69
156,6,24.042,23.324,2.98,0.68
157,6,23.689,23.303,1.63,0.68
158,6,23.336,23.285,0.22,0.7
159,6,22.984,23.144,0.7,0.73
160,6,22.631,22.78,0.66,0.78
161,6,22.264,22.414,0.67,0.79
162,6,21.898,22.106,0.95,0.78
163,6,21.531,21.79,1.2,0.79
164,6,21.164,21.469,1.44,0.8
165,6,20.797,21.146,1.68,0.83
166,6,20.457,20.924,2.28,0.84
167,6,20.117,20.686,2.83,0.82
168,6,19.777,20.434,3.32,0.8
169,6,19.437,20.126,3.55,0.79
170,6,19.097,19.775,3.55,0.79
171,6,18.82,19.48,3.51,0.8
172,6,18.544,19.103,3.02,0.81
173,6,18.267,18.746,2.62,0.82
174,6,17.991,18.291,1.67,0.85
175,6,17.714,17.913,1.12,0.85
176,6,17.459,17.633,1.0,0.83
177,6,17.204,17.362,0.92,0.85
178,6,16.948,17.099,0.89,0.88
179,6,16.693,16.779,0.52,0.9
180,6,16.437,16.511,0.45,0.89
181,6,16.16,16.284,0.77,0.88
182,6,15.882,16.033,0.95,0.89
183,6,15.604,15.763,1.02,0.91
184,6,15.383,15.508,0.81,0.9
185,6,15.162,15.239,0.51,0.89
186,6,14.906,14.961,0.36,0.91
187,6,14.651,14.702,0.35,0.9
188,6,14.396,14.436,0.28,0.9
189,6,14.141,14.12,0.15,0.89
190,6,13.886,13.856,0.21,0.88
191,6,13.714,13.592,0.88,0.89
192,6,13.541,13.371,1.26,0.89
193,6,13.369,13.185,1.38,0.89
194,6,13.196,13.027,1.28,0.87
195,6,13.024,12.797,1.74,0.9
196,6,12.852,12.568,2.21,0.91
197,6,12.679,12.357,2.54,0.91
198,6,12.507,12.163,2.75,0.9
199,6,12.334,11.966,2.99,0.9
200,6,12.161,11.735,3.51,0.89
201,6,11.979,11.527,3.77,0.9
202,6,11.796,11.337,3.89,0.9
203,6,11.613,11.134,4.13,0.9
204,6,11.43,10.907,4.57,0.92
205,6,11.247,10.692,4.94,0.91
206,6,11.064,10.486,5.23,0.9
207,6,10.881,10.289,5.45,0.9
208,6,10.698,10.111,5.48,0.9
209,6,10.515,9.951,5.37,0.89
210,6,10.332,9.771,5.43,0.9
211,6,10.132,9.599,5.27,0.9
212,6,9.933,9.433,5.03,0.89
213,6,9.733,9.254,4.92,0.88
214,6,9.533,9.085,4.7,0.87
215,6,9.333,8.897,4.68,0.88
216,6,9.197,8.696,5.45,0.89
217,6,9.061,8.503,6.16,0.9
218,6,8.925,8.318,6.8,0.88
219,6,8.789,8.164,7.11,0.87
220,6,8.653,8.012,7.4,0.87
221,6,8.564,7.864,8.17,0.88
222,6,8.475,7.746,8.6,0.87
223,6,8.385,7.613,9.21,0.89
224,6,8.296,7.488,9.74,0.89
225,6,8.207,7.364,10.28,0.89
226,6,8.158,7.253,11.09,0.88
227,6,8.108,7.154,11.78,0.89
228,6,8.059,7.058,12.42,0.89
229,6,8.01,6.966,13.04,0.89
230,6,7.961,6.887,13.48,0.88
231,6,7.915,6.816,13.89,0.89
232,6,7.869,6.749,14.24,0.89
233,6,7.824,6.687,14.53,0.89
234,6,7.778,6.629,14.77,0.89
235,6,7.733,6.58,14.91,0.88
236,6,7.742,6.537,15.55,0.89
237,6,7.751,6.501,16.12,0.89
238,6,7.76,6.47,16.62,0.9
239,6,7.769,6.453,16.94,0.89
240,6,7.778,6.438,17.23,0.89
241,6,7.789,6.43,17.45,0.9
242,6,7.868,6.418,18.43,0.91
243,6,7.948,6.417,19.26,0.89
244,6,8.027,6.422,20.0,0.87
245,6,8.106,6.444,20.5,0.84
246,6,8.295,6.489,21.78,0.87
247,6,8.484,6.543,22.88,0.88
248,6,8.673,6.611,23.78,0.9
249,6,8.862,6.707,24.32,0.89
250,6,9.051,6.825,24.59,0.87
251,6,9.376,6.948,25.9,0.9
252,6,9.702,7.105,26.77,0.89
253,6,10.027,7.271,27.48,0.88
254,6,10.352,7.442,28.12,0.89
255,6,10.678,7.623,28.61,0.89
256,6,11.058,7.823,29.25,0.91
257,6,11.437,8.021,29.87,0.93
258,6,11.817,8.231,30.34,0.93
258,94,61.152,40.847,33.2,0.71
259,6,12.197,8.465,30.6,0.92
259,94,48.31,39.492,18.25,0.73
260,6,12.577,8.723,30.64,0.88
260,94,47.093,38.224,18.83,0.76
261,6,12.968,8.988,30.69,0.88
261,94,45.767,38.224,16.48,0.72
262,6,13.358,9.272,30.59,0.86
263,6,13.749,9.596,30.2,0.83
264,6,14.14,9.966,29.52,0.82
265,6,14.531,10.373,28.61,0.79
266,6,14.903,10.781,27.66,0.8
267,6,15.275,11.177,26.83,0.83
268,6,15.647,11.56,26.12,0.84
269,6,16.02,11.915,25.62,0.87
270,6,16.392,12.276,25.11,0.87
271,6,16.661,12.626,24.22,0.88
272,6,16.93,12.986,23.3,0.89
273,6,17.2,13.316,22.58,0.88
274,6,17.469,13.637,21.94,0.88
275,6,17.738,13.929,21.48,0.9
276,6,18.007,14.263,20.79,0.86
277,6,18.277,14.591,20.16,0.87
278,6,18.546,14.915,19.58,0.89
279,6,18.815,15.261,18.89,0.87
280,6,19.085,15.632,18.09,0.86
281,6,19.251,16.028,16.74,0.85
282,6,19.416,16.326,15.92,0.85
283,6,19.582,16.499,15.75,0.89
284,6,19.748,16.652,15.68,0.92
285,6,19.914,16.787,15.7,0.9
286,6,19.986,16.94,15.24,0.87
287,6,20.058,17.074,14.88,0.88
288,6,20.131,17.227,14.42,0.83
289,6,20.203,17.362,14.06,0.85
290,6,20.275,17.482,13.78,0.86
291,6,20.246,17.658,12.78,0.86
291,111,25.359,22.401,11.66,0.5
292,6,20.217,17.815,11.88,0.89
292,111,24.662,21.988,10.84,0.5
293,6,20.188,17.953,11.07,0.89
293,111,23.965,21.204,11.52,0.53
294,6,20.159,18.037,10.53,0.91
294,114,46.6,37.035,20.52,0.73
295,6,20.13,18.11,10.03,0.92
295,111,22.555,20.833,7.63,0.56
296,6,20.101,18.136,9.78,0.88
296,111,21.841,20.129,7.84,0.62
296,114,42.713,34.866,18.37,0.83
297,6,20.072,18.12,9.72,0.88
297,111,21.127,19.794,6.31,0.59
298,6,20.043,18.107,9.66,0.84
298,111,20.417,19.731,3.36,0.67
299,6,20.014,18.171,9.21,0.83
300,6,19.986,18.228,8.8,0.9
301,6,19.932,18.316,8.11,0.87
302,6,19.878,18.393,7.47,0.9
303,6,19.825,18.461,6.88,0.89
304,6,19.771,18.56,6.13,0.88
305,6,19.718,18.526,6.04,0.9
306,6,19.666,18.537,5.74,0.86
307,6,19.61,18.546,5.42,0.87
308,6,19.554,18.555,5.11,0.89
309,6,19.497,18.642,4.39,0.85
309,123,41.919,39.492,5.79,0.89
310,6,19.441,18.678,3.92,0.86
311,6,19.404,18.588,4.2,0.83
312,6,19.368,18.471,4.63,0.85
312,123,36.05,32.937,8.64,0.85
313,6,19.331,18.41,4.76,0.85
314,6,19.295,18.319,5.06,0.87
314,123,32.129,28.934,9.94,0.9
315,6,19.259,18.317,4.89,0.85
315,123,30.168,28.248,6.36,0.91
316,6,19.22,18.355,4.5,0.81
316,123,28.228,26.968,4.46,0.91
317,6,19.181,18.349,4.34,0.82
