frame,cls_id,obj_id,dist_gt,dist_pred,error_pct,iou
2,2,4,17.057,16.057,5.87,0.73
3,2,4,15.937,16.057,0.75,0.8
4,2,4,14.816,15.951,7.66,0.84
28,2,12,19.585,17.971,8.24,0.89
32,2,12,15.266,17.971,17.72,0.84
60,2,28,33.162,30.865,6.93,0.91
63,2,28,29.596,30.865,4.29,0.85
65,2,28,27.408,30.14,9.97,0.79
66,2,28,26.169,29.089,11.16,0.82
67,2,28,24.93,27.807,11.54,0.85
69,2,28,22.629,26.477,17.01,0.83
70,2,28,21.565,25.234,17.01,0.84
71,2,28,20.412,24.102,18.08,0.85
72,2,28,19.258,23.019,19.53,0.81
73,2,28,18.105,21.98,21.4,0.84
74,2,28,16.951,20.899,23.29,0.8
75,2,28,15.797,19.915,26.06,0.8
103,2,56,17.108,16.333,4.53,0.75
107,2,58,18.121,16.112,11.09,0.72
107,2,59,27.862,24.35,12.6,0.72
108,2,58,16.983,16.112,5.13,0.67
108,2,59,26.73,24.361,8.86,0.8
109,2,58,15.845,15.976,0.83,0.7
109,2,59,25.597,24.358,4.84,0.79
110,2,59,24.465,24.052,1.69,0.71
111,2,59,23.327,23.583,1.09,0.75
112,2,59,22.19,23.089,4.05,0.74
113,2,59,21.052,22.548,7.11,0.72
114,2,59,19.914,21.913,10.04,0.72
115,2,59,18.776,21.207,12.95,0.68
116,2,59,17.695,20.416,15.38,0.68
117,2,59,16.613,19.572,17.81,0.77
121,2,64,26.598,25.439,4.36,0.78
122,2,64,25.51,25.439,0.28,0.77
122,2,65,16.96,15.108,10.92,0.68
123,2,64,24.422,25.439,4.16,0.79
123,2,65,15.875,15.108,4.83,0.67
124,2,64,23.334,25.439,9.02,0.79
124,2,65,14.791,15.015,1.51,0.64
126,2,64,21.191,25.35,19.63,0.78
127,2,64,20.136,24.771,23.02,0.85
128,2,64,19.081,23.852,25.01,0.88
129,2,64,18.026,22.905,27.07,0.91
130,2,64,16.971,21.904,29.07,0.89
211,2,90,22.327,21.336,4.44,0.74
212,2,90,22.058,21.336,3.27,0.73
213,2,90,21.79,21.336,2.08,0.73
214,2,90,21.531,21.336,0.91,0.74
215,2,90,21.273,21.336,0.3,0.77
216,2,90,20.723,21.336,2.96,0.76
216,2,94,22.013,23.907,8.6,0.63
217,2,90,20.173,21.273,5.45,0.69
218,2,94,21.116,23.907,13.22,0.61
224,2,97,15.975,13.716,14.14,0.84
225,2,97,15.563,13.716,11.87,0.79
226,2,97,15.151,13.716,9.47,0.78
227,2,97,14.638,13.716,6.3,0.81
228,2,97,14.126,13.649,3.37,0.84
229,2,97,13.529,13.478,0.37,0.83
230,2,97,12.932,13.18,1.92,0.84
231,2,97,12.261,12.766,4.12,0.83
231,2,102,27.142,21.08,22.33,0.84
232,2,97,11.591,12.23,5.51,0.82
232,2,102,26.527,21.08,20.53,0.79
233,2,97,10.921,11.646,6.64,0.8
233,2,102,25.919,20.959,19.14,0.74
234,2,97,10.178,11.04,8.46,0.79
234,2,102,25.312,20.714,18.17,0.71
235,2,97,9.436,10.436,10.6,0.78
235,2,102,24.705,20.427,17.32,0.7
238,2,102,22.476,20.126,10.46,0.83
239,2,102,21.722,19.873,8.51,0.82
240,2,102,20.965,19.575,6.63,0.85
241,2,102,20.15,19.221,4.61,0.83
242,2,102,19.325,18.783,2.81,0.86
243,2,102,18.505,18.2,1.65,0.87
244,2,102,17.686,17.579,0.61,0.86
246,2,116,21.815,19.859,8.96,0.75
247,2,116,20.963,19.859,5.26,0.73
248,2,116,20.111,19.751,1.79,0.63
249,2,118,29.37,24.081,18.01,0.93
250,2,118,28.589,24.081,15.77,0.93
251,2,118,27.705,23.847,13.93,0.89
252,2,118,26.82,23.254,13.3,0.9
253,2,118,25.939,22.392,13.67,0.9
260,2,119,38.556,39.525,2.51,0.74
262,2,119,36.732,38.329,4.35,0.83
263,2,119,35.82,37.213,3.89,0.86
264,2,119,34.851,36.001,3.3,0.82
265,2,119,33.882,34.699,2.41,0.8
266,2,119,32.938,33.351,1.25,0.81
268,2,127,26.851,21.804,18.8,0.67
269,2,127,25.883,21.804,15.76,0.71
269,2,119,30.108,31.999,6.28,0.83
270,2,127,24.915,21.739,12.75,0.71
270,2,119,29.164,30.574,4.83,0.82
282,2,125,39.572,38.526,2.64,0.74
283,2,125,38.449,36.603,4.8,0.72
285,2,125,36.246,35.49,2.09,0.85
287,2,125,34.272,34.997,2.12,0.76
288,2,125,33.284,34.627,4.03,0.81
289,2,125,32.254,33.616,4.22,0.79
291,2,125,30.163,32.346,7.24,0.81
292,2,125,29.101,30.136,3.56,0.76
293,2,125,28.062,28.018,0.16,0.79
294,2,141,27.412,18.284,33.3,0.58
307,2,137,40.166,38.754,3.52,0.82
307,2,145,19.074,17.284,9.38,0.57
308,2,137,39.093,37.67,3.64,0.74
308,2,145,18.036,17.284,4.17,0.61
309,2,137,38.02,36.648,3.61,0.77
310,2,137,36.947,35.814,3.07,0.82
311,2,137,35.902,35.167,2.05,0.84
312,2,137,34.858,34.376,1.38,0.77
313,2,137,33.813,33.549,0.78,0.89
314,2,137,32.769,32.724,0.14,0.87
317,2,154,19.293,18.046,6.46,0.68
361,2,176,39.674,37.054,6.6,0.84
363,2,176,38.243,37.054,3.11,0.84
364,2,176,37.556,37.054,1.34,0.86
365,2,176,36.87,37.184,0.85,0.87
366,2,176,36.216,37.6,3.82,0.87
367,2,176,35.562,37.911,6.6,0.87
368,2,176,34.908,38.08,9.09,0.83
369,2,176,34.255,38.149,11.37,0.86
370,2,176,33.601,37.789,12.47,0.8
371,2,176,33.0,37.389,13.3,0.83
372,2,176,32.4,37.047,14.34,0.9
373,2,176,31.897,36.428,14.21,0.93
374,2,176,31.393,35.69,13.69,0.89
375,2,176,30.889,35.048,13.46,0.92
375,2,173,21.189,20.134,4.98,0.92
376,2,176,30.433,34.389,13.0,0.88
376,2,173,20.827,20.251,2.77,0.81
377,2,176,29.976,33.694,12.4,0.77
378,2,176,29.52,33.108,12.16,0.61
378,2,173,20.101,20.221,0.6,0.8
379,2,173,19.738,20.125,1.96,0.88
380,2,173,19.376,20.047,3.46,0.9
381,2,173,19.145,19.986,4.39,0.86
382,2,173,18.914,19.94,5.42,0.9
382,2,176,27.747,32.648,17.66,0.68
383,2,176,27.36,31.784,16.17,0.79
384,2,176,26.972,30.867,14.44,0.87
385,2,176,26.585,29.987,12.8,0.91
386,2,176,26.243,29.265,11.51,0.91
387,2,176,25.902,28.704,10.82,0.87
388,2,176,25.56,28.276,10.62,0.88
389,2,176,25.219,27.852,10.44,0.92
390,2,176,24.878,27.311,9.78,0.92
391,2,176,24.505,26.573,8.44,0.92
392,2,176,24.132,25.964,7.6,0.87
393,2,176,23.758,25.461,7.17,0.84
394,2,176,23.385,24.986,6.85,0.81
395,2,176,23.012,24.363,5.87,0.88
396,2,176,22.562,23.678,4.94,0.87
397,2,176,22.111,23.032,4.16,0.7
398,2,176,21.661,22.505,3.89,0.6
399,2,176,21.211,22.095,4.17,0.61
