frame,cls_id,obj_id,dist_gt,dist_pred,error_pct,iou
19,2,5,32.969,39.52,19.87,0.87
22,2,2,40.412,33.346,17.48,0.78
23,2,2,39.712,33.346,16.03,0.88
25,2,2,38.356,33.346,13.06,0.84
26,2,2,37.699,33.187,11.97,0.81
27,2,2,37.043,33.053,10.77,0.77
28,2,2,36.303,32.966,9.19,0.74
29,2,2,35.563,32.994,7.23,0.69
31,2,2,34.202,33.014,3.47,0.78
32,2,2,33.58,32.101,4.4,0.63
33,2,2,32.958,30.942,6.12,0.81
37,2,20,43.311,38.769,10.49,0.77
38,2,20,41.826,38.769,7.31,0.78
42,2,20,36.127,37.82,4.69,0.72
43,2,20,34.705,36.376,4.81,0.73
46,2,20,30.441,34.812,14.36,0.8
47,2,20,29.02,33.069,13.95,0.81
48,2,20,27.596,31.221,13.14,0.74
49,2,20,26.173,29.422,12.41,0.73
50,2,20,24.749,27.722,12.01,0.89
51,2,20,23.326,26.014,11.53,0.78
52,2,20,21.902,24.491,11.82,0.75
53,2,20,20.501,23.115,12.75,0.77
54,2,20,19.1,21.89,14.61,0.73
55,2,20,17.699,20.95,18.37,0.79
78,2,36,21.808,17.697,18.85,0.64
82,2,40,30.221,21.833,27.75,0.7
85,2,40,22.818,21.833,4.32,0.67
87,2,44,25.729,23.423,8.96,0.87
87,2,40,21.225,21.46,1.11,0.62
88,2,44,24.948,23.423,6.11,0.86
88,2,40,20.436,20.71,1.34,0.6
89,2,44,24.167,23.201,4.0,0.82
89,2,40,19.647,19.864,1.1,0.62
90,2,44,23.386,22.965,1.8,0.85
90,2,40,18.859,19.063,1.08,0.63
91,2,44,22.605,22.788,0.81,0.83
92,2,44,21.808,22.644,3.83,0.82
93,2,44,21.012,22.537,7.26,0.8
94,2,44,20.215,22.241,10.02,0.82
94,2,46,20.71,18.365,11.32,0.63
95,2,44,19.419,21.83,12.42,0.84
95,2,46,19.934,18.365,7.87,0.67
95,2,47,34.913,29.16,16.48,0.71
96,2,44,18.622,21.404,14.94,0.81
96,2,46,19.159,18.272,4.63,0.64
97,2,44,17.851,20.992,17.6,0.85
97,2,46,18.386,18.085,1.64,0.64
97,2,47,33.373,29.16,12.62,0.78
98,2,44,17.079,20.348,19.14,0.83
98,2,46,17.589,17.784,1.11,0.61
99,2,44,16.307,19.632,20.39,0.83
99,2,46,16.791,17.393,3.58,0.68
99,2,47,31.833,29.043,8.76,0.78
