frame,obj_id,dist_gt,dist_pred,error_pct,iou
34,8,55.254,55.526,0.49,0.84
55,9,19.495,18.734,3.9,0.88
56,9,20.585,19.271,6.38,0.89
57,9,21.731,20.295,6.61,0.86
58,9,22.876,21.522,5.92,0.84
59,9,24.022,22.675,5.61,0.9
60,9,25.237,23.863,5.44,0.87
61,9,26.452,25.05,5.3,0.83
62,9,27.751,26.087,6.0,0.82
63,9,29.049,27.215,6.31,0.83
64,9,30.395,28.499,6.24,0.85
65,9,31.742,30.124,5.1,0.86
66,9,33.088,31.418,5.05,0.88
67,9,34.504,32.384,6.14,0.9
68,9,35.919,33.539,6.63,0.9
69,9,37.335,35.054,6.11,0.86
71,9,40.275,37.869,5.97,0.81
72,14,15.047,14.249,5.3,0.76
72,9,41.79,39.401,5.72,0.86
73,14,16.046,14.804,7.74,0.76
73,9,43.305,41.084,5.13,0.87
74,14,17.045,15.818,7.2,0.73
74,9,44.82,42.464,5.26,0.88
75,14,18.091,16.92,6.47,0.73
75,9,46.294,44.362,4.17,0.88
76,14,19.137,17.893,6.5,0.76
77,14,20.215,18.859,6.7,0.72
78,14,21.293,19.567,8.11,0.72
79,14,22.371,20.767,7.17,0.76
80,14,23.475,21.937,6.55,0.76
81,14,24.579,22.989,6.47,0.73
82,14,25.683,24.179,5.86,0.76
83,14,26.821,25.613,4.5,0.81
84,14,27.959,26.813,4.1,0.83
85,14,29.097,28.286,2.78,0.86
86,14,30.235,29.574,2.19,0.83
87,14,31.42,30.585,2.66,0.86
87,18,17.648,16.831,4.63,0.81
88,14,32.606,31.745,2.64,0.85
88,18,18.808,17.476,7.08,0.82
89,14,33.791,32.529,3.74,0.86
89,18,19.967,18.396,7.87,0.81
90,14,34.977,33.288,4.83,0.81
90,18,21.175,19.523,7.8,0.82
91,14,36.206,34.112,5.78,0.78
91,18,22.383,20.764,7.23,0.81
92,14,37.435,35.711,4.6,0.88
92,18,23.591,22.021,6.66,0.82
93,18,24.877,23.27,6.46,0.82
94,18,26.164,24.723,5.51,0.82
94,14,39.987,37.931,5.14,0.85
95,18,27.451,25.97,5.4,0.82
95,14,41.263,39.999,3.07,0.77
96,18,28.857,28.016,2.92,0.82
97,18,30.264,29.644,2.05,0.83
98,18,31.67,30.954,2.26,0.85
99,18,33.076,32.816,0.79,0.85
100,18,34.554,33.81,2.15,0.87
102,18,37.519,37.031,1.3,0.83
103,18,39.073,39.022,0.13,0.86
104,18,40.628,40.057,1.4,0.86
105,18,42.184,40.92,3.0,0.87
105,20,19.363,18.54,4.25,0.83
106,18,43.74,43.308,0.99,0.87
106,20,20.393,19.209,5.81,0.84
109,20,23.704,21.778,8.13,0.87
110,20,24.864,23.649,4.89,0.82
111,20,25.979,24.864,4.29,0.83
111,18,51.539,50.068,2.85,0.78
112,21,17.452,17.031,2.41,0.81
112,20,27.093,25.991,4.07,0.86
112,18,53.104,53.555,0.85,0.86
113,21,18.585,17.566,5.48,0.81
113,20,28.245,27.713,1.88,0.86
114,21,19.718,18.394,6.71,0.86
114,20,29.397,29.271,0.43,0.86
115,21,20.85,19.412,6.9,0.87
115,20,30.549,30.11,1.44,0.86
116,21,21.983,20.611,6.24,0.83
116,20,31.702,30.72,3.09,0.87
117,21,23.136,21.672,6.33,0.86
117,20,32.855,31.764,3.32,0.88
118,21,24.288,22.882,5.79,0.85
119,21,25.502,23.867,6.41,0.83
120,21,26.717,25.081,6.12,0.84
121,21,27.931,26.597,4.78,0.87
122,21,29.145,27.806,4.59,0.86
123,21,30.36,28.809,5.11,0.89
124,21,31.587,30.117,4.66,0.91
125,21,32.814,31.452,4.15,0.93
126,21,34.042,32.591,4.26,0.84
127,21,35.152,33.378,5.05,0.92
138,22,46.902,48.535,3.48,0.89
139,22,48.13,48.131,0.0,0.93
140,22,49.358,48.735,1.26,0.92
141,22,50.587,49.423,2.3,0.82
142,22,51.849,50.255,3.08,0.84
144,22,54.375,52.515,3.42,0.75
145,22,55.653,54.973,1.22,0.75
146,22,56.93,56.594,0.59,0.85
147,22,58.208,57.991,0.37,0.77
148,22,59.522,59.67,0.25,0.88
190,34,54.523,43.35,20.49,0.81
