frame,cls_id,obj_id,dist_gt,dist_pred,error_pct,iou
0,0,1,5.776,6.164,6.71,0.5
55,0,1,7.853,8.134,3.57,0.51
56,0,1,7.868,8.108,3.05,0.52
57,0,1,7.883,8.06,2.24,0.58
58,0,1,7.898,8.001,1.3,0.54
59,0,1,7.899,7.957,0.73,0.51
120,2,48,28.127,25.242,10.26,0.84
122,2,48,27.018,24.749,8.4,0.81
123,2,48,26.464,24.304,8.16,0.82
126,2,52,17.946,15.231,15.13,0.69
127,2,43,13.343,11.321,15.16,0.89
127,2,52,17.4,15.231,12.46,0.71
128,2,43,12.816,11.321,11.67,0.91
128,2,52,16.81,15.199,9.58,0.81
129,2,43,12.288,11.251,8.44,0.9
129,2,52,16.22,15.102,6.89,0.82
130,2,43,11.664,11.135,4.54,0.9
130,2,52,15.63,14.962,4.27,0.79
131,2,43,11.041,10.918,1.11,0.88
131,2,52,15.04,14.717,2.15,0.85
131,0,48,13.546,23.873,76.24,0.53
132,2,43,10.417,10.644,2.18,0.86
132,2,52,14.45,14.335,0.79,0.86
132,0,48,13.558,21.755,60.45,0.67
133,2,43,9.815,10.292,4.86,0.85
133,2,52,13.809,13.897,0.64,0.87
134,2,52,13.169,13.438,2.04,0.85
134,0,48,13.583,19.472,43.36,0.65
135,2,52,12.548,12.993,3.55,0.85
135,2,54,19.297,16.817,12.85,0.82
135,0,48,13.562,17.681,30.37,0.64
136,2,52,11.927,12.591,5.57,0.83
136,2,54,18.681,16.898,9.55,0.87
137,2,52,11.306,12.25,8.35,0.84
137,2,54,18.066,16.958,6.13,0.9
137,0,48,13.536,16.337,20.7,0.78
138,2,52,10.646,11.913,11.89,0.84
138,2,54,17.458,17.011,2.56,0.89
138,0,48,13.531,15.35,13.44,0.73
139,2,52,9.987,11.524,15.39,0.82
139,2,54,16.851,17.051,1.19,0.9
139,0,48,13.526,14.625,8.12,0.73
140,2,52,9.328,11.065,18.63,0.84
140,2,54,16.243,16.981,4.54,0.95
141,2,52,8.668,10.506,21.21,0.8
141,2,54,15.565,16.641,6.91,0.92
141,0,48,13.512,14.081,4.21,0.64
142,2,52,8.009,9.928,23.97,0.79
142,2,54,14.887,16.212,8.9,0.9
142,0,48,13.505,13.659,1.14,0.64
143,2,54,14.209,15.774,11.01,0.9
143,0,48,13.499,13.343,1.15,0.61
144,2,54,13.531,15.27,12.85,0.88
145,2,54,12.853,14.757,14.81,0.88
145,0,48,13.481,13.159,2.39,0.62
146,2,54,12.164,14.201,16.75,0.89
146,0,48,13.471,13.08,2.9,0.63
147,2,54,11.474,13.629,18.78,0.86
147,0,48,13.46,13.074,2.87,0.68
147,2,59,16.656,16.666,0.06,0.51
148,2,54,10.784,13.113,21.59,0.84
148,0,48,13.45,13.087,2.7,0.7
149,2,54,10.072,12.627,25.36,0.83
149,0,48,13.439,13.097,2.54,0.69
150,0,48,13.412,13.089,2.41,0.71
150,2,59,14.571,16.666,14.38,0.59
151,0,48,13.385,13.025,2.69,0.66
151,2,59,13.862,16.173,16.67,0.6
152,0,48,13.357,12.971,2.89,0.7
152,2,59,13.149,15.352,16.76,0.64
153,0,48,13.33,12.937,2.95,0.66
153,2,59,12.437,14.547,16.97,0.63
