frame,obj_id,dist_gt,dist_pred,error_pct,iou
0,1,12.855,10.426,18.89,0.93
1,1,11.916,10.426,12.5,0.9
2,1,10.977,10.426,5.02,0.87
3,1,10.038,9.741,2.96,0.86
4,1,9.099,8.99,1.2,0.85
5,1,8.16,8.124,0.44,0.82
46,14,19.178,15.824,17.49,0.87
47,14,18.869,15.824,16.14,0.84
48,14,18.409,15.824,14.04,0.82
49,14,17.949,15.997,10.88,0.83
50,14,17.429,16.103,7.61,0.8
51,14,16.91,16.103,4.77,0.83
52,14,16.333,16.103,1.41,0.78
53,14,15.756,15.528,1.45,0.81
54,14,15.179,14.98,1.31,0.86
55,14,14.54,14.108,2.97,0.81
55,27,20.765,19.582,5.7,0.6
56,14,13.901,13.588,2.25,0.79
56,27,20.146,19.582,2.8,0.73
57,14,13.262,13.042,1.66,0.81
57,27,19.528,19.582,0.28,0.68
60,27,17.645,19.033,7.87,0.73
61,27,17.032,18.169,6.68,0.91
62,27,16.368,16.483,0.7,0.95
62,33,20.973,20.194,3.71,0.63
63,33,20.304,20.194,0.54,0.63
64,33,19.635,20.194,2.85,0.64
65,33,18.967,19.46,2.6,0.65
66,33,18.298,18.507,1.14,0.65
66,36,31.517,30.402,3.54,0.82
67,33,17.568,17.878,1.76,0.6
67,36,30.825,30.402,1.37,0.83
68,33,16.838,16.981,0.85,0.59
68,36,30.095,30.402,1.02,0.85
69,33,16.108,16.969,5.34,0.61
69,36,29.365,30.178,2.77,0.92
70,33,15.3,16.525,8.0,0.59
70,36,28.633,30.155,5.32,0.91
71,33,14.661,15.859,8.18,0.58
71,36,27.901,30.125,7.97,0.89
72,33,13.902,14.934,7.42,0.59
72,36,27.169,28.879,6.29,0.89
73,33,13.143,13.921,5.92,0.58
73,36,26.406,26.456,0.19,0.81
74,33,12.384,12.915,4.29,0.59
74,36,25.644,24.379,4.93,0.82
75,33,11.625,12.127,4.31,0.6
75,36,24.881,24.379,2.02,0.81
76,36,24.118,24.379,1.08,0.84
77,36,23.355,24.338,4.21,0.83
78,36,22.468,24.338,8.32,0.85
79,36,21.706,24.338,12.13,0.83
80,36,20.943,23.088,10.24,0.84
81,36,20.181,21.748,7.77,0.85
82,36,19.37,20.111,3.82,0.83
83,36,18.56,18.561,0.0,0.82
84,36,17.673,17.558,0.65,0.78
85,36,16.785,16.968,1.09,0.78
86,36,15.898,16.51,3.85,0.77
87,36,15.011,15.919,6.05,0.74
88,36,14.123,15.365,8.79,0.75
89,36,13.235,14.875,12.39,0.74
109,41,45.255,37.978,16.08,0.82
110,41,44.341,37.978,14.35,0.86
111,41,43.431,37.978,12.56,0.88
112,41,42.521,37.84,11.01,0.87
113,41,41.611,37.84,9.06,0.86
116,41,38.887,37.84,2.69,0.83
117,41,37.978,39.996,5.31,0.83
118,41,37.069,39.996,7.89,0.87
119,41,36.16,39.996,10.61,0.91
120,41,35.211,36.849,4.65,0.93
123,41,32.364,34.025,5.13,0.8
124,41,31.415,32.557,3.63,0.85
125,41,30.466,29.095,4.5,0.91
126,41,29.517,27.667,6.27,0.9
127,41,28.568,26.961,5.62,0.85
128,41,27.636,25.404,8.08,0.83
129,41,26.703,24.148,9.57,0.81
129,49,19.551,18.002,7.93,0.65
