frame,cls_id,obj_id,dist_gt,dist_pred,error_pct,iou
54,2,12,18.405,17.397,5.48,0.81
55,2,12,19.495,17.528,10.09,0.84
56,2,12,20.585,17.626,14.37,0.86
58,2,12,22.876,17.936,21.59,0.81
59,2,12,24.022,18.713,22.1,0.82
60,2,12,25.237,19.664,22.08,0.83
61,2,12,26.452,20.48,22.58,0.86
62,2,12,27.751,21.345,23.08,0.84
63,2,12,29.049,22.341,23.09,0.86
64,2,12,30.395,23.341,23.21,0.87
65,2,12,31.742,24.304,23.43,0.85
66,2,12,33.088,25.318,23.48,0.82
67,2,12,34.504,26.498,23.2,0.78
68,2,12,35.919,27.731,22.8,0.75
69,2,12,37.335,28.924,22.53,0.66
70,2,12,38.805,29.986,22.73,0.76
71,2,17,14.079,12.799,9.09,0.86
71,2,12,40.275,31.251,22.41,0.83
72,2,17,15.047,12.935,14.04,0.85
72,2,12,41.79,32.549,22.11,0.86
73,2,17,16.046,13.036,18.76,0.87
73,2,12,43.305,33.581,22.45,0.8
74,2,17,17.045,13.334,21.77,0.86
74,2,12,44.82,34.657,22.68,0.82
75,2,17,18.091,13.76,23.94,0.8
75,2,12,46.294,35.568,23.17,0.83
76,2,17,19.137,14.324,25.15,0.79
77,2,17,20.215,14.992,25.84,0.8
78,2,17,21.293,15.757,26.0,0.8
79,2,17,22.371,16.511,26.2,0.81
80,2,17,23.475,17.319,26.22,0.81
81,2,17,24.579,18.128,26.25,0.8
82,2,17,25.683,19.142,25.47,0.81
84,2,17,27.959,20.146,27.94,0.86
85,2,17,29.097,21.456,26.26,0.86
86,2,17,30.235,22.725,24.84,0.79
89,2,22,19.967,18.357,8.07,0.76
90,2,22,21.175,18.635,12.0,0.79
90,2,17,34.977,23.988,31.42,0.83
91,2,22,22.383,18.844,15.81,0.82
91,2,17,36.206,26.149,27.78,0.81
92,2,22,23.591,19.281,18.27,0.77
92,2,17,37.435,28.472,23.94,0.83
93,2,22,24.877,19.968,19.73,0.77
93,2,17,38.711,30.665,20.78,0.85
94,2,22,26.164,20.975,19.83,0.81
95,2,22,27.451,22.128,19.39,0.79
95,2,17,41.263,33.057,19.89,0.67
97,2,22,30.264,23.438,22.55,0.8
97,2,17,43.873,35.481,19.13,0.76
98,2,22,31.67,24.673,22.09,0.82
100,2,22,34.554,26.018,24.7,0.82
101,2,22,36.033,27.742,23.01,0.73
102,2,22,37.519,29.82,20.52,0.74
103,2,22,39.073,32.161,17.69,0.72
103,2,25,17.235,16.047,6.89,0.86
104,2,22,40.628,34.412,15.3,0.67
104,2,25,18.299,16.236,11.28,0.84
105,2,22,42.184,36.528,13.41,0.75
105,2,25,19.363,16.377,15.42,0.74
106,2,22,43.74,38.321,12.39,0.88
107,2,22,45.296,39.703,12.35,0.86
113,2,29,18.585,18.348,1.27,0.79
114,2,29,19.718,18.548,5.93,0.81
115,2,29,20.85,18.698,10.32,0.77
116,2,29,21.983,19.007,13.54,0.82
117,2,29,23.136,19.547,15.51,0.8
118,2,29,24.288,20.112,17.19,0.8
119,2,29,25.502,20.785,18.5,0.84
120,2,29,26.717,21.532,19.41,0.85
121,2,29,27.931,22.382,19.87,0.75
122,2,29,29.145,23.391,19.74,0.84
123,2,29,30.36,24.384,19.68,0.8
124,2,29,31.587,25.751,18.48,0.84
125,2,29,32.814,27.024,17.64,0.86
129,2,29,37.619,28.205,25.03,0.69
130,2,29,38.866,30.174,22.36,0.64
