frame,cls_id,obj_id,dist_gt,dist_pred,error_pct,iou
0,2,1,12.855,10.25,20.26,0.96
1,2,1,11.916,10.25,13.98,0.92
2,2,1,10.977,10.151,7.52,0.9
3,2,1,10.038,9.908,1.29,0.92
4,2,1,9.099,9.517,4.6,0.9
5,2,1,8.16,9.034,10.71,0.88
46,2,4,19.178,16.057,16.27,0.68
47,2,4,18.869,16.093,14.71,0.73
48,2,4,18.409,16.12,12.43,0.68
49,2,4,17.949,16.228,9.59,0.7
50,2,4,17.429,16.324,6.34,0.73
51,2,4,16.91,16.395,3.04,0.72
52,2,4,16.333,16.356,0.14,0.72
53,2,4,15.756,16.155,2.54,0.77
54,2,4,15.179,15.824,4.25,0.85
55,2,4,14.54,15.46,6.33,0.82
56,2,4,13.901,15.014,8.01,0.82
57,2,4,13.262,14.48,9.18,0.82
58,2,15,18.886,17.218,8.83,0.72
59,2,15,18.271,17.218,5.77,0.67
60,2,15,17.645,17.136,2.88,0.68
61,2,15,17.032,17.049,0.1,0.69
62,2,15,16.368,16.897,3.23,0.69
63,2,18,20.304,19.157,5.65,0.58
63,2,19,33.497,34.866,4.09,0.79
65,2,19,32.208,34.866,8.25,0.82
66,2,19,31.517,34.091,8.17,0.84
66,2,18,18.298,19.157,4.69,0.58
67,2,19,30.825,33.15,7.54,0.8
67,2,18,17.568,18.652,6.17,0.54
68,2,19,30.095,32.42,7.73,0.82
68,2,18,16.838,18.127,7.65,0.57
69,2,19,29.365,31.784,8.24,0.86
69,2,18,16.108,17.613,9.34,0.55
70,2,19,28.633,31.299,9.31,0.88
70,2,18,15.3,17.12,11.89,0.52
71,2,19,27.901,30.665,9.91,0.85
71,2,18,14.661,16.617,13.34,0.55
72,2,19,27.169,29.779,9.61,0.91
72,2,18,13.902,15.963,14.83,0.56
73,2,19,26.406,28.614,8.36,0.85
73,2,18,13.143,15.192,15.59,0.66
74,2,19,25.644,27.506,7.26,0.9
74,2,18,12.384,14.465,16.8,0.72
75,2,19,24.881,26.676,7.21,0.9
76,2,19,24.118,26.117,8.29,0.9
77,2,19,23.355,25.705,10.06,0.92
78,2,19,22.468,25.396,13.03,0.88
79,2,19,21.706,24.885,14.65,0.9
80,2,19,20.943,24.133,15.23,0.86
81,2,19,20.181,23.21,15.01,0.86
82,2,19,19.37,22.144,14.32,0.85
83,2,19,18.56,21.137,13.88,0.87
84,2,19,17.673,20.187,14.23,0.87
85,2,19,16.785,19.373,15.42,0.85
86,2,19,15.898,18.652,17.32,0.84
87,2,19,15.011,18.002,19.93,0.83
88,2,19,14.123,17.343,22.8,0.82
109,2,27,45.255,38.224,15.54,0.87
110,2,27,44.341,38.224,13.79,0.98
111,2,27,43.431,38.224,11.99,0.97
112,2,27,42.521,38.433,9.61,0.97
113,2,27,41.611,38.662,7.09,0.9
115,2,27,39.796,39.08,1.8,0.93
116,2,27,38.887,39.586,1.8,0.84
117,2,27,37.978,39.965,5.23,0.87
118,2,27,37.069,39.977,7.84,0.81
120,2,27,35.211,39.684,12.7,0.78
121,2,27,34.262,38.11,11.23,0.83
122,2,27,33.313,36.418,9.32,0.93
124,2,27,31.415,34.993,11.39,0.9
125,2,34,23.244,22.831,1.78,0.67
125,2,27,30.466,33.273,9.21,0.91
126,2,34,22.32,22.831,2.29,0.65
127,2,32,9.97,12.513,25.51,0.52
127,2,27,28.568,31.686,10.92,0.9
128,2,32,9.043,11.769,30.16,0.55
128,2,27,27.636,30.03,8.67,0.84
128,2,34,20.474,22.689,10.81,0.68
129,2,34,19.551,22.155,13.32,0.66
130,2,34,18.599,21.463,15.4,0.64
130,2,35,12.671,11.888,6.18,0.68
130,2,27,25.771,28.484,10.53,0.78
131,2,34,17.646,20.66,17.08,0.71
131,2,35,11.71,11.888,1.52,0.69
131,2,27,24.81,26.867,8.29,0.76
132,2,34,16.693,19.757,18.35,0.75
132,2,35,10.749,11.738,9.2,0.72
132,2,27,23.849,25.391,6.47,0.72
133,2,34,15.741,18.837,19.67,0.69
133,2,27,22.888,24.263,6.01,0.75
134,2,34,14.788,18.004,21.75,0.72
134,2,27,21.941,23.29,6.15,0.74
135,2,34,13.819,17.177,24.3,0.73
135,2,27,20.995,22.354,6.47,0.75
136,2,34,12.85,16.274,26.64,0.71
136,2,27,20.049,21.387,6.67,0.78
137,2,34,11.881,15.371,29.38,0.76
137,2,27,19.104,20.36,6.58,0.87
138,2,34,10.911,14.405,32.02,0.82
138,2,38,19.084,17.999,5.68,0.73
139,2,38,18.138,17.999,0.77,0.81
140,2,38,17.193,17.824,3.67,0.82
141,2,38,16.248,17.481,7.59,0.78
141,2,41,24.201,23.741,1.9,0.78
142,2,38,15.27,17.016,11.43,0.8
142,2,41,23.246,23.741,2.13,0.87
143,2,38,14.292,16.474,15.27,0.83
143,2,41,22.291,23.514,5.48,0.86
144,2,41,21.337,23.132,8.42,0.79
145,2,41,20.382,22.65,11.13,0.79
146,2,41,19.435,22.048,13.44,0.83
147,2,41,18.489,21.36,15.53,0.87
148,2,41,17.542,20.623,17.56,0.87
149,2,41,16.595,19.91,19.98,0.9
150,2,41,15.649,19.159,22.43,0.92
