frame,cls_id,obj_id,dist_gt,dist_pred,error_pct,iou
21,2,4,18.212,16.972,6.81,0.87
22,2,4,17.275,16.972,1.75,0.86
23,2,4,16.338,16.78,2.71,0.88
24,2,4,15.183,16.309,7.41,0.9
25,2,4,14.029,15.611,11.28,0.85
26,2,4,12.803,14.826,15.8,0.77
27,2,12,21.685,18.854,13.05,0.85
28,2,12,20.678,18.854,8.82,0.88
29,2,12,19.671,18.709,4.89,0.86
30,2,12,18.45,18.421,0.16,0.86
31,2,12,17.072,18.106,6.06,0.84
32,2,14,36.885,32.937,10.7,0.91
33,2,14,36.163,32.937,8.92,0.92
34,2,14,35.2,32.887,6.57,0.87
36,2,2,25.059,23.818,4.95,0.76
36,2,14,33.093,32.844,0.75,0.8
37,2,2,25.604,23.899,6.66,0.77
38,2,2,26.149,23.959,8.37,0.85
39,2,2,26.617,24.032,9.71,0.8
40,2,2,27.085,24.095,11.04,0.88
41,2,2,27.543,24.23,12.03,0.79
42,2,2,28.002,24.371,12.97,0.87
43,2,2,28.372,24.489,13.69,0.85
44,2,2,28.742,24.578,14.49,0.82
45,2,2,29.112,24.649,15.33,0.84
46,2,2,29.472,24.791,15.88,0.83
47,2,2,29.831,24.928,16.44,0.86
48,2,2,30.191,25.133,16.75,0.88
49,2,2,30.533,25.617,16.1,0.81
50,2,2,30.876,26.126,15.38,0.83
51,2,2,31.218,26.507,15.09,0.87
52,2,2,31.605,26.793,15.23,0.85
53,2,2,31.993,27.017,15.55,0.81
54,2,2,32.357,27.317,15.58,0.73
55,2,2,32.722,27.943,14.6,0.74
56,2,2,33.085,28.413,14.12,0.77
57,2,2,33.448,28.584,14.54,0.79
58,2,2,33.812,28.497,15.72,0.75
59,2,2,34.181,28.432,16.82,0.77
60,2,2,34.55,28.401,17.8,0.75
61,2,2,34.919,28.523,18.32,0.73
62,2,2,35.288,29.038,17.71,0.71
63,2,2,35.657,29.859,16.26,0.75
64,2,2,36.036,30.48,15.42,0.72
66,2,2,36.794,30.959,15.86,0.74
67,2,2,37.174,31.357,15.65,0.84
68,2,2,37.555,31.876,15.12,0.75
69,2,2,37.943,33.436,11.88,0.76
72,2,2,39.095,34.607,11.48,0.8
73,2,2,39.48,34.897,11.61,0.78
74,2,2,39.865,34.995,12.22,0.79
110,0,28,19.465,23.945,23.01,0.7
111,0,28,17.483,23.945,36.96,0.73
186,2,50,24.607,23.231,5.59,0.88
187,2,50,23.215,23.231,0.07,0.89
188,2,50,21.832,22.876,4.78,0.87
189,2,50,20.448,22.2,8.56,0.89
190,2,50,19.065,21.361,12.04,0.89
191,2,50,17.682,20.538,16.15,0.89
202,0,55,11.504,13.001,13.01,0.74
203,0,55,10.104,13.001,28.67,0.6
204,0,55,8.695,12.7,46.07,0.69
