frame,cls_id,obj_id,dist_gt,dist_pred,error_pct,iou
0,2,1,12.154,12.255,0.83,0.88
0,2,6,23.429,25.353,8.21,0.76
1,2,1,12.113,12.255,1.17,0.89
2,2,1,12.073,12.234,1.34,0.9
3,2,1,12.032,12.171,1.15,0.91
4,2,1,11.991,12.107,0.97,0.9
5,2,1,11.95,12.055,0.88,0.91
6,2,1,11.954,12.014,0.5,0.92
7,2,1,11.957,11.982,0.21,0.92
8,2,1,11.96,11.958,0.01,0.91
8,2,6,23.381,25.736,10.07,0.86
9,2,1,11.963,11.941,0.19,0.91
9,2,6,23.388,26.023,11.27,0.88
10,2,1,11.966,11.927,0.33,0.92
10,2,6,23.396,26.377,12.74,0.93
11,2,1,12.005,11.897,0.9,0.94
11,2,6,23.449,26.69,13.82,0.9
12,2,1,12.043,11.875,1.4,0.93
12,2,6,23.502,26.94,14.63,0.91
13,2,1,12.082,11.869,1.76,0.94
13,2,6,23.555,27.243,15.66,0.92
14,2,1,12.121,11.871,2.06,0.95
14,2,6,23.608,27.56,16.74,0.94
15,2,1,12.159,11.874,2.35,0.94
15,2,6,23.661,27.798,17.48,0.92
16,2,1,12.221,11.876,2.82,0.96
16,2,6,23.761,27.955,17.65,0.91
17,2,1,12.283,11.872,3.35,0.95
17,2,6,23.861,28.067,17.63,0.97
18,2,1,12.345,11.869,3.85,0.96
18,2,6,23.961,28.036,17.01,0.95
19,2,1,12.407,11.911,3.99,0.94
19,2,6,24.06,28.014,16.43,0.97
20,2,1,12.468,11.979,3.92,0.92
20,2,6,24.16,28.057,16.13,0.92
21,2,1,12.542,12.063,3.82,0.93
21,2,6,24.306,28.123,15.7,0.93
22,2,1,12.616,12.159,3.62,0.92
22,2,6,24.451,28.183,15.26,0.92
23,2,1,12.69,12.264,3.36,0.91
23,2,6,24.597,28.232,14.78,0.91
24,2,1,12.764,12.354,3.21,0.92
24,2,6,24.742,28.27,14.26,0.94
25,2,1,12.838,12.448,3.04,0.91
25,2,6,24.888,28.533,14.65,0.95
26,2,1,12.968,12.551,3.22,0.92
26,2,6,25.117,28.937,15.21,0.91
27,2,6,25.345,29.312,15.65,0.9
28,2,6,25.574,29.751,16.33,0.92
29,2,1,13.36,12.662,5.22,0.91
29,2,6,25.803,30.134,16.78,0.88
30,2,1,13.49,12.855,4.7,0.91
30,2,6,26.032,30.58,17.47,0.91
31,2,1,13.631,13.065,4.15,0.9
31,2,6,26.295,31.27,18.92,0.88
32,2,1,13.772,13.298,3.44,0.9
32,2,6,26.557,31.913,20.17,0.88
33,2,1,13.913,13.5,2.97,0.92
33,2,6,26.855,32.438,20.79,0.89
34,2,1,14.054,13.672,2.72,0.92
34,2,6,27.152,33.012,21.58,0.89
35,2,1,14.194,13.801,2.77,0.92
35,2,6,27.45,33.443,21.83,0.86
36,2,1,14.352,13.893,3.2,0.94
36,2,6,27.767,33.828,21.83,0.83
37,2,1,14.509,13.961,3.78,0.92
37,2,6,28.083,34.443,22.65,0.82
38,2,1,14.666,14.097,3.88,0.92
38,2,6,28.4,34.904,22.9,0.88
39,2,1,14.824,14.228,4.02,0.91
39,2,6,28.717,35.165,22.45,0.88
40,2,1,14.981,14.367,4.09,0.91
40,2,6,29.034,35.22,21.31,0.91
41,2,1,15.08,14.485,3.94,0.9
42,2,1,15.179,14.61,3.75,0.9
42,2,6,29.705,35.215,18.55,0.97
43,2,1,15.277,14.715,3.68,0.9
43,2,6,30.04,35.196,17.16,0.94
44,2,1,15.376,14.81,3.68,0.89
44,2,6,30.376,35.176,15.8,0.95
45,2,1,15.475,14.901,3.71,0.88
45,2,6,30.711,35.16,14.49,0.95
46,2,1,15.535,14.952,3.76,0.89
46,2,6,31.011,35.148,13.34,0.94
47,2,1,15.595,15.013,3.74,0.89
47,2,6,31.31,35.138,12.23,0.92
48,2,1,15.656,15.035,3.96,0.87
48,2,6,31.609,35.131,11.14,0.94
49,2,1,15.716,14.942,4.92,0.9
49,2,6,31.908,34.726,8.83,0.91
50,2,1,15.777,14.873,5.73,0.91
50,2,6,32.208,34.25,6.34,0.95
51,2,1,15.8,14.816,6.23,0.91
51,2,6,32.467,33.816,4.15,0.97
52,2,1,15.824,14.759,6.73,0.92
53,2,1,15.847,14.709,7.18,0.94
53,2,6,32.985,33.466,1.46,0.91
54,2,1,15.871,14.67,7.57,0.93
54,2,6,33.243,33.204,0.12,0.86
55,2,1,15.894,14.64,7.89,0.94
55,2,6,33.502,33.154,1.04,0.88
56,2,1,15.91,14.615,8.14,0.93
56,2,6,33.697,33.119,1.71,0.92
57,2,1,15.926,14.593,8.37,0.93
58,2,1,15.941,14.534,8.83,0.94
59,2,1,15.957,14.49,9.19,0.92
60,2,1,15.973,14.47,9.41,0.93
61,2,1,15.943,14.503,9.03,0.93
62,2,1,15.913,14.528,8.71,0.91
63,2,1,15.884,14.559,8.34,0.94
64,2,1,15.854,14.597,7.93,0.94
65,2,1,15.824,14.726,6.94,0.95
65,2,6,35.388,33.094,6.48,0.87
66,2,1,15.777,14.858,5.82,0.94
66,2,6,35.534,34.266,3.57,0.85
67,2,1,15.729,15.002,4.62,0.93
68,2,1,15.682,15.142,3.44,0.92
69,2,1,15.635,15.247,2.48,0.91
69,2,6,36.141,36.021,0.33,0.85
70,2,1,15.587,15.32,1.72,0.91
70,2,6,36.371,38.796,6.67,0.84
71,2,1,15.586,15.372,1.37,0.91
72,2,1,15.584,15.4,1.19,0.91
73,2,1,15.583,15.42,1.04,0.92
74,2,1,15.581,15.477,0.67,0.92
75,2,1,15.58,15.534,0.3,0.92
76,2,1,15.615,15.581,0.22,0.94
77,2,1,15.651,15.653,0.01,0.93
78,2,1,15.687,15.719,0.21,0.92
79,2,1,15.722,15.773,0.33,0.92
80,2,1,15.758,15.851,0.59,0.92
81,2,1,15.87,15.91,0.25,0.92
82,2,1,15.983,15.96,0.15,0.92
83,2,1,16.095,15.997,0.61,0.93
84,2,1,16.208,16.034,1.08,0.93
85,2,1,16.321,16.101,1.35,0.9
86,2,1,16.5,16.242,1.57,0.91
87,2,1,16.68,16.378,1.81,0.92
88,2,1,16.86,16.531,1.95,0.93
89,2,1,17.039,16.663,2.21,0.95
90,2,1,17.219,16.808,2.39,0.93
91,2,1,17.46,16.934,3.01,0.94
92,2,1,17.7,17.076,3.53,0.93
93,2,1,17.941,17.242,3.89,0.93
94,2,1,18.181,17.479,3.86,0.93
95,2,1,18.422,17.695,3.95,0.94
96,2,1,18.714,17.966,3.99,0.93
97,2,1,19.006,18.311,3.66,0.9
98,2,1,19.298,18.673,3.24,0.88
99,2,1,19.59,18.979,3.12,0.89
100,2,1,19.883,19.335,2.75,0.88
101,2,1,20.241,19.646,2.94,0.91
102,2,1,20.6,20.211,1.89,0.88
103,2,1,20.959,20.756,0.97,0.88
104,2,1,21.318,21.352,0.16,0.89
105,2,1,21.677,21.943,1.23,0.92
106,2,1,22.062,22.388,1.48,0.95
107,2,1,22.448,22.739,1.3,0.93
108,2,1,22.833,23.171,1.48,0.91
109,2,1,23.219,23.622,1.74,0.93
110,2,1,23.605,24.225,2.63,0.93
