frame,obj_id,dist_gt,dist_pred,error_pct,iou
19,7,32.969,37.035,12.33,0.87
21,2,41.112,32.05,22.04,0.88
22,2,40.412,32.587,19.36,0.77
23,2,39.712,32.804,17.39,0.85
24,2,39.012,33.352,14.51,0.81
25,2,38.356,33.692,12.16,0.78
26,2,37.699,33.894,10.09,0.79
26,11,55.522,61.225,10.27,0.78
27,2,37.043,34.69,6.35,0.79
27,13,58.759,64.238,9.32,0.7
28,2,36.303,35.347,2.63,0.77
28,13,57.205,69.204,20.98,0.7
29,2,35.563,36.157,1.67,0.69
29,13,55.651,71.597,28.65,0.77
30,2,34.823,36.048,3.52,0.76
31,2,34.202,34.25,0.14,0.78
31,13,52.512,71.837,36.8,0.75
32,2,33.58,32.287,3.85,0.62
33,2,32.958,30.934,6.14,0.81
36,31,44.796,45.534,1.65,0.79
37,31,43.311,43.509,0.46,0.77
38,31,41.826,39.101,6.51,0.78
38,34,47.496,47.345,0.32,0.88
39,31,40.401,35.843,11.28,0.89
40,31,38.976,34.281,12.05,0.77
41,31,37.552,33.486,10.83,0.84
42,31,36.127,33.037,8.55,0.72
43,31,34.705,32.203,7.21,0.73
44,31,33.284,31.032,6.76,0.74
45,31,31.863,29.703,6.78,0.75
46,31,30.441,28.336,6.91,0.78
47,31,29.02,26.815,7.6,0.81
48,31,27.596,25.243,8.53,0.74
49,31,26.173,23.713,9.4,0.74
49,43,51.856,37.035,28.58,0.73
50,31,24.749,22.022,11.02,0.89
50,43,51.209,36.346,29.03,0.67
50,34,39.791,42.266,6.22,0.71
51,31,23.326,20.623,11.59,0.78
52,31,21.902,19.397,11.44,0.74
53,31,20.501,18.319,10.64,0.77
53,43,49.263,37.31,24.26,0.73
53,34,37.874,39.198,3.5,0.71
54,31,19.1,17.557,8.08,0.74
54,47,80.602,98.019,21.61,0.79
55,31,17.699,16.802,5.07,0.79
56,43,47.313,40.94,13.47,0.83
58,49,79.747,98.019,22.91,0.74
58,34,34.687,37.974,9.48,0.84
59,49,79.527,98.019,23.25,0.75
59,34,34.048,36.495,7.19,0.81
60,49,79.307,98.019,23.59,0.69
61,49,79.087,98.019,23.94,0.65
61,43,44.075,38.159,13.42,0.79
62,49,78.835,98.019,24.33,0.67
63,49,78.582,98.019,24.73,0.52
63,34,31.499,33.86,7.5,0.82
64,34,30.861,31.354,1.6,0.85
65,34,30.202,29.749,1.5,0.84
65,49,41.492,98.019,136.24,0.59
66,49,40.841,98.019,140.0,0.65
67,49,40.189,98.019,143.89,0.63
67,34,28.883,29.244,1.25,0.9
73,49,44.367,98.019,120.93,0.58
74,49,43.64,98.019,124.61,0.54
75,49,42.912,98.019,128.42,0.63
75,57,24.039,20.129,16.26,0.55
76,63,34.169,30.413,10.99,0.79
78,57,21.808,18.78,13.88,0.62
78,65,33.205,23.741,28.5,0.77
78,63,32.692,29.058,11.12,0.87
79,65,32.476,23.741,26.89,0.83
79,63,31.953,28.569,10.59,0.83
80,65,31.746,23.003,27.54,0.68
80,63,31.214,28.349,9.18,0.81
81,65,30.984,22.463,27.5,0.63
81,63,30.475,27.7,9.11,0.87
81,69,74.722,69.435,7.07,0.65
82,65,30.221,22.165,26.65,0.68
82,63,29.682,27.487,7.4,0.85
82,69,74.609,67.053,10.13,0.54
83,65,29.458,21.841,25.86,0.73
83,63,28.889,27.194,5.87,0.79
84,65,23.614,21.225,10.12,0.62
84,63,28.096,26.779,4.69,0.8
85,65,22.818,20.521,10.07,0.64
85,63,27.303,26.272,3.78,0.65
86,65,22.021,19.596,11.01,0.68
86,63,30.796,25.712,16.51,0.67
87,65,21.225,18.553,12.59,0.64
87,63,25.729,24.804,3.6,0.77
88,65,20.436,17.567,14.04,0.6
88,63,24.948,23.662,5.15,0.82
89,65,19.647,16.739,14.8,0.62
89,63,24.167,22.839,5.5,0.84
90,65,18.859,16.122,14.51,0.63
90,63,23.386,22.313,4.59,0.85
91,63,22.605,22.046,2.47,0.83
92,63,21.808,21.808,0.0,0.83
92,78,22.271,19.47,12.58,0.65
93,63,21.012,21.298,1.36,0.8
93,78,21.486,19.278,10.28,0.63
94,63,20.215,20.659,2.19,0.82
94,78,20.71,18.707,9.67,0.63
94,79,35.683,28.248,20.84,0.66
95,63,19.419,20.075,3.38,0.82
95,78,19.934,18.172,8.84,0.67
95,79,34.913,28.664,17.9,0.71
96,63,18.622,19.587,5.18,0.8
96,78,19.159,17.757,7.31,0.64
96,79,34.144,28.835,15.55,0.7
97,63,17.851,18.703,4.77,0.85
97,78,18.386,17.217,6.36,0.63
97,79,33.373,28.606,14.28,0.76
98,63,17.079,17.757,3.97,0.83
98,78,17.589,16.515,6.1,0.61
98,79,32.603,28.179,13.57,0.8
99,63,16.307,16.71,2.47,0.82
99,78,16.791,15.668,6.69,0.69
99,79,31.833,27.0,15.18,0.79
100,63,15.535,15.574,0.25,0.83
100,78,15.994,14.88,6.96,0.63
100,79,31.062,25.638,17.46,0.73
101,78,15.196,13.91,8.46,0.64
101,79,30.292,23.964,20.89,0.69
102,78,14.399,12.896,10.44,0.62
102,79,29.524,22.547,23.63,0.72
103,78,13.697,12.11,11.59,0.58
103,79,28.758,21.269,26.04,0.71
104,78,12.996,11.445,11.93,0.6
104,79,27.991,20.411,27.08,0.67
105,78,12.294,10.774,12.37,0.62
105,79,22.247,19.566,12.05,0.73
106,78,11.593,10.126,12.65,0.62
106,79,21.497,18.783,12.62,0.73
106,88,54.582,90.563,65.92,0.78
107,78,10.891,9.452,13.22,0.64
107,79,20.747,17.982,13.32,0.74
107,88,54.327,90.563,66.7,0.76
108,79,19.996,17.185,14.06,0.68
108,88,54.071,90.563,67.49,0.87
109,79,19.275,16.493,14.43,0.69
109,88,53.843,90.563,68.2,0.82
110,79,18.553,16.133,13.04,0.65
111,79,17.831,15.769,11.56,0.69
112,79,17.11,15.484,9.5,0.69
113,79,16.388,15.268,6.84,0.72
129,89,16.6,15.843,4.56,0.79
130,89,16.094,15.467,3.9,0.82
131,89,15.587,15.316,1.74,0.85
132,89,15.028,15.059,0.21,0.83
133,89,14.468,14.528,0.42,0.84
134,89,13.908,13.93,0.16,0.84
135,89,13.348,13.365,0.13,0.82
136,89,12.801,12.746,0.43,0.82
137,89,12.186,12.066,0.99,0.82
138,89,11.521,11.267,2.21,0.81
139,89,10.861,10.421,4.05,0.81
141,69,17.841,66.973,275.4,0.89
142,69,17.339,66.893,285.79,0.84
143,69,16.801,66.813,297.68,0.85
144,69,16.241,66.733,310.89,0.77
145,69,15.671,66.653,325.33,0.78
146,69,15.124,66.573,340.18,0.81
146,100,26.454,26.371,0.31,0.87
147,69,14.511,66.493,358.22,0.83
147,100,25.998,26.371,1.43,0.83
148,69,13.862,66.413,379.09,0.83
148,100,25.488,26.06,2.24,0.83
149,69,13.184,66.333,403.12,0.86
149,100,24.982,25.64,2.63,0.86
150,69,12.491,66.253,430.4,0.79
150,100,24.311,24.558,1.02,0.81
151,69,11.801,66.173,460.76,0.84
151,100,23.643,23.374,1.14,0.89
152,100,22.939,21.809,4.93,0.85
153,100,22.247,20.311,8.71,0.84
154,100,21.531,19.121,11.19,0.82
155,100,20.825,18.532,11.01,0.77
155,108,50.52,42.299,16.27,0.67
156,100,20.118,17.884,11.11,0.79
157,100,19.411,17.601,9.32,0.74
158,113,24.063,20.475,14.91,0.62
159,113,23.328,20.262,13.14,0.63
160,113,22.574,19.809,12.25,0.62
161,113,21.819,19.29,11.59,0.58
162,113,21.065,18.63,11.56,0.65
162,117,45.614,47.345,3.79,0.51
163,113,20.297,18.204,10.31,0.6
163,117,44.845,47.345,5.58,0.55
164,113,19.529,17.584,9.96,0.63
165,113,18.716,16.731,10.61,0.66
165,121,32.989,28.248,14.37,0.81
166,113,17.902,15.97,10.79,0.62
166,117,42.515,44.298,4.19,0.63
166,121,32.193,27.454,14.72,0.86
167,113,17.088,15.133,11.44,0.66
167,121,31.39,26.827,14.54,0.91
167,120,24.656,21.988,10.82,0.7
168,121,30.586,26.267,14.12,0.89
168,120,23.831,20.284,14.88,0.67
