frame,obj_id,dist_gt,dist_pred,error_pct,iou
100,69,23.91,22.759,4.81,0.6
101,69,23.576,22.754,3.49,0.58
103,69,22.927,23.043,0.51,0.56
106,69,21.961,21.527,1.98,0.58
108,69,21.39,21.098,1.36,0.65
109,69,21.118,21.095,0.11,0.61
110,69,20.846,21.416,2.74,0.63
112,69,20.334,21.53,5.88,0.61
113,69,20.069,21.251,5.89,0.57
114,69,19.867,21.208,6.75,0.56
115,69,19.631,21.026,7.11,0.55
116,69,19.395,20.573,6.07,0.57
117,69,19.159,20.261,5.75,0.65
118,69,18.922,20.138,6.42,0.7
119,69,18.697,20.058,7.28,0.79
122,69,18.061,18.641,3.21,0.61
123,69,17.848,18.24,2.19,0.57
124,69,17.635,18.061,2.42,0.56
125,69,17.421,17.868,2.56,0.55
126,69,17.208,17.689,2.79,0.59
127,69,16.91,17.687,4.59,0.56
128,69,16.743,17.622,5.25,0.54
129,69,16.576,17.436,5.19,0.51
131,69,16.311,17.072,4.67,0.57
132,69,16.178,16.886,4.38,0.58
133,69,15.993,16.718,4.53,0.57
134,69,15.808,16.171,2.3,0.61
135,69,15.623,15.689,0.42,0.61
136,69,15.438,15.463,0.16,0.6
137,69,15.255,15.386,0.86,0.54
142,69,14.604,14.76,1.07,0.52
237,136,21.523,20.449,4.99,0.96
238,136,20.851,19.894,4.59,0.95
239,136,20.178,19.754,2.11,0.85
240,136,19.469,18.731,3.79,0.81
241,136,18.759,18.59,0.9,0.66
242,136,18.051,18.404,1.95,0.77
243,136,17.343,17.591,1.43,0.89
244,136,16.636,16.884,1.49,0.86
245,138,24.065,23.648,1.73,0.78
246,138,23.351,22.385,4.14,0.86
248,149,20.144,20.252,0.54,0.64
248,138,21.952,21.823,0.59,0.76
249,149,19.704,20.062,1.82,0.74
249,141,21.399,21.215,0.86,0.91
253,138,18.611,18.672,0.33,0.67
254,138,17.954,17.096,4.78,0.72
255,138,17.219,15.982,7.18,0.58
255,141,17.255,16.773,2.79,0.59
257,138,15.749,14.647,7.0,0.56
258,138,15.014,14.089,6.16,0.75
259,138,14.304,13.551,5.26,0.64
282,169,18.504,16.888,8.74,0.76
283,169,17.796,16.452,7.55,0.63
284,169,17.087,16.064,5.99,0.58
285,169,16.366,15.669,4.26,0.66
286,169,15.645,14.938,4.52,0.77
287,169,14.912,14.129,5.25,0.72
288,169,14.179,13.661,3.65,0.68
289,169,13.445,13.222,1.66,0.64
290,169,12.712,12.752,0.31,0.69
291,169,11.978,12.258,2.34,0.63
292,169,11.245,11.509,2.35,0.62
293,169,10.512,10.817,2.9,0.52
294,169,9.778,10.136,3.66,0.55
295,169,9.042,9.473,4.77,0.52
298,188,26.876,28.543,6.2,0.76
302,188,24.503,25.547,4.26,0.64
315,207,16.932,19.084,12.71,0.73
316,207,16.373,19.278,17.74,0.65
317,207,15.812,17.844,12.85,0.79
318,207,15.251,16.488,8.12,0.77
319,207,14.689,15.356,4.53,0.76
320,207,14.128,14.89,5.39,0.78
321,207,13.603,14.159,4.09,0.86
322,207,13.078,13.759,5.21,0.82
323,207,12.557,13.321,6.08,0.74
324,207,12.037,12.705,5.55,0.72
325,207,11.509,12.147,5.54,0.77
326,207,10.982,11.384,3.66,0.81
327,207,10.454,10.658,1.95,0.87
327,216,17.178,14.2,17.34,0.51
328,207,9.929,10.159,2.31,0.73
329,207,9.392,9.664,2.89,0.81
330,207,8.856,9.235,4.28,0.8
332,219,13.771,13.894,0.89,0.7
333,219,13.085,13.182,0.74,0.63
334,219,12.4,12.774,3.02,0.68
335,219,11.714,11.871,1.34,0.7
