frame,cls_id,obj_id,dist_gt,dist_pred,error_pct,iou
0,0,1,5.924,6.573,10.95,0.91
0,0,3,6.816,7.752,13.73,0.62
1,0,1,5.882,6.573,11.75,0.8
1,0,3,6.742,7.752,14.98,0.72
2,0,1,5.825,6.573,12.83,0.75
2,0,3,6.668,7.752,16.26,0.85
3,0,1,5.769,6.573,13.94,0.69
3,0,3,6.594,7.735,17.31,0.87
4,0,1,5.712,6.571,15.03,0.8
4,0,3,6.519,7.676,17.74,0.89
5,0,1,5.668,6.535,15.29,0.79
5,0,3,6.445,7.608,18.05,0.93
6,0,1,5.624,6.507,15.71,0.78
6,0,3,6.41,7.49,16.85,0.96
7,0,1,5.554,6.47,16.5,0.85
7,0,3,6.375,7.373,15.65,0.84
8,0,1,5.483,6.442,17.48,0.89
8,0,3,6.34,7.268,14.64,0.83
9,0,1,5.413,6.398,18.2,0.72
9,0,3,6.305,7.178,13.85,0.86
10,0,1,5.343,6.352,18.9,0.8
10,0,3,6.27,7.093,13.12,0.84
11,0,1,5.27,6.31,19.74,0.8
11,0,3,6.192,7.01,13.21,0.82
12,0,1,5.197,6.279,20.81,0.73
12,0,3,6.091,6.923,13.65,0.64
13,0,1,5.125,6.256,22.07,0.71
13,0,3,5.991,6.83,14.01,0.79
14,0,1,5.052,6.239,23.49,0.76
14,0,3,5.89,6.758,14.73,0.84
15,0,1,5.014,6.227,24.18,0.83
15,0,3,5.789,6.679,15.36,0.93
16,0,1,4.976,6.212,24.83,0.89
16,0,3,5.689,6.588,15.81,0.78
17,0,1,4.938,6.199,25.53,0.88
17,0,3,5.588,6.504,16.4,0.87
17,0,9,19.195,42.433,121.06,0.85
18,0,1,4.87,6.189,27.08,0.84
18,0,3,5.487,6.431,17.19,0.77
18,0,9,19.105,42.433,122.1,0.72
19,0,1,4.8,6.181,28.78,0.84
19,0,3,5.387,6.372,18.29,0.79
19,0,9,19.015,42.433,123.16,0.63
19,0,12,22.875,70.733,209.21,0.69
20,0,1,4.733,6.18,30.57,0.84
20,0,3,5.286,6.327,19.69,0.84
20,0,12,22.736,70.733,211.11,0.61
21,0,1,4.648,6.182,32.98,0.89
21,0,3,5.214,6.293,20.7,0.76
21,0,12,22.596,70.046,209.99,0.62
21,0,9,18.835,42.433,125.29,0.68
22,0,1,4.563,6.183,35.49,0.87
22,0,3,5.142,6.273,21.99,0.64
22,0,7,6.898,8.018,16.24,0.77
23,0,1,4.478,6.184,38.09,0.67
23,0,3,5.07,6.259,23.46,0.51
23,0,7,6.852,8.018,17.02,0.92
24,0,1,4.994,6.184,23.82,0.53
24,0,3,4.393,6.255,42.38,0.54
24,0,7,6.806,8.009,17.68,0.84
24,0,12,22.139,69.314,213.09,0.83
24,0,9,18.292,42.433,131.97,0.63
25,0,1,4.308,6.183,43.52,0.63
25,0,3,4.919,6.252,27.11,0.58
25,0,7,6.76,7.973,17.94,0.77
25,0,9,18.112,41.942,131.58,0.68
26,0,1,4.235,6.19,46.17,0.81
26,0,7,6.713,7.909,17.81,0.8
27,0,1,4.161,6.202,49.07,0.75
27,0,7,6.632,7.855,18.44,0.69
27,0,11,6.014,7.315,21.62,0.85
28,0,1,4.087,6.212,51.99,0.71
28,0,7,6.551,7.81,19.22,0.81
29,0,7,6.469,7.748,19.77,0.92
29,0,11,5.864,7.315,24.74,0.79
30,0,7,6.388,7.668,20.04,0.87
30,0,11,5.788,7.277,25.72,0.8
30,0,10,5.653,6.289,11.26,0.72
31,0,7,6.307,7.581,20.21,0.75
31,0,11,5.713,7.181,25.7,0.81
