frame,cls_id,obj_id,dist_gt,dist_pred,error_pct,iou
0,2,2,20.433,19.066,6.69,0.93
1,2,2,20.51,19.118,6.79,0.92
2,2,2,20.587,19.122,7.12,0.92
3,2,2,20.664,19.125,7.45,0.95
4,2,2,20.74,18.968,8.55,0.96
5,2,2,20.807,18.752,9.88,0.95
6,2,2,20.874,18.591,10.94,0.92
7,2,2,20.941,18.534,11.49,0.9
8,2,2,21.008,18.492,11.98,0.91
9,2,2,21.075,18.46,12.41,0.9
10,2,2,21.141,18.482,12.58,0.91
11,2,2,21.192,18.514,12.64,0.9
12,2,2,21.243,18.593,12.47,0.93
13,2,2,21.294,18.671,12.32,0.93
14,2,2,21.344,18.786,11.99,0.93
15,2,2,21.395,18.944,11.46,0.91
16,2,2,21.433,19.195,10.44,0.89
17,2,2,21.472,19.465,9.35,0.94
18,2,2,21.51,19.667,8.57,0.92
19,2,2,21.548,19.811,8.06,0.91
20,2,2,21.586,19.919,7.72,0.88
21,2,2,21.622,20.054,7.25,0.86
22,2,2,21.658,20.156,6.93,0.88
23,2,2,21.693,20.2,6.89,0.89
24,2,2,21.729,20.232,6.89,0.88
25,2,2,21.772,20.292,6.8,0.88
26,2,2,21.814,20.355,6.69,0.89
27,2,2,21.856,20.467,6.36,0.91
28,2,2,21.899,20.636,5.77,0.94
29,2,2,21.946,20.791,5.26,0.91
30,2,2,21.993,20.981,4.6,0.89
31,2,2,22.04,21.374,3.02,0.9
32,2,2,22.105,21.669,1.97,0.92
33,2,2,22.17,21.899,1.22,0.86
38,2,2,22.514,22.1,1.84,0.81
39,2,2,22.603,22.377,1.0,0.85
40,2,2,22.691,22.584,0.47,0.85
41,2,2,22.779,22.639,0.61,0.84
42,2,2,22.867,22.681,0.82,0.86
43,2,2,22.956,22.766,0.83,0.86
44,2,2,23.047,22.831,0.94,0.87
45,2,2,23.137,22.78,1.54,0.88
46,2,2,23.228,22.677,2.37,0.92
47,2,2,23.325,22.599,3.11,0.86
48,2,2,23.404,22.624,3.33,0.86
51,2,2,23.655,22.656,4.23,0.83
54,2,2,23.862,22.759,4.62,0.9
55,2,2,23.93,22.837,4.57,0.89
56,2,2,23.986,23.029,3.99,0.85
57,2,2,24.042,23.382,2.74,0.91
58,2,2,24.105,23.647,1.9,0.86
59,2,2,24.169,23.715,1.88,0.86
60,2,2,24.233,23.485,3.09,0.79
61,2,2,24.298,23.313,4.05,0.78
62,2,2,24.365,23.186,4.84,0.86
63,2,2,24.434,23.628,3.3,0.82
64,2,2,24.503,24.309,0.79,0.87
65,2,2,24.561,24.819,1.05,0.93
70,2,2,24.883,24.987,0.41,0.94
71,2,2,24.948,25.112,0.66,0.89
74,2,2,25.144,25.315,0.68,0.92
78,2,2,25.384,25.468,0.33,0.9
81,2,9,29.461,37.895,28.63,0.79
81,2,2,25.566,25.285,1.1,0.88
82,2,2,25.604,24.871,2.87,0.94
83,2,2,25.642,24.521,4.37,0.94
84,2,2,25.679,24.259,5.53,0.89
87,2,2,25.73,24.211,5.91,0.91
88,2,2,25.747,24.175,6.11,0.93
89,2,2,25.763,24.187,6.12,0.92
90,2,2,25.78,24.144,6.35,0.9
91,2,2,25.785,24.11,6.5,0.91
92,2,2,25.79,24.085,6.61,0.9
93,2,2,25.796,24.152,6.37,0.91
94,2,2,25.759,24.215,5.99,0.91
95,2,2,25.723,24.25,5.73,0.92
96,2,2,25.687,24.13,6.06,0.94
97,2,2,25.651,23.936,6.68,0.91
98,2,2,25.604,23.791,7.08,0.93
101,2,2,25.437,23.679,6.91,0.92
102,2,2,25.363,23.596,6.97,0.94
103,2,2,25.29,23.366,7.61,0.92
104,2,2,25.217,23.193,8.03,0.93
105,2,2,25.144,23.162,7.88,0.91
106,2,2,25.068,23.37,6.77,0.93
107,2,2,24.992,23.526,5.87,0.93
108,2,2,24.916,23.63,5.16,0.94
109,2,2,24.84,23.642,4.83,0.94
110,2,2,24.765,23.623,4.61,0.9
111,2,2,24.693,23.6,4.43,0.86
112,2,2,24.622,23.528,4.45,0.89
113,2,2,24.551,23.398,4.7,0.93
114,2,2,24.48,23.203,5.22,0.94
115,2,2,24.399,23.056,5.5,0.93
116,2,2,24.317,23.025,5.32,0.91
117,2,2,24.307,23.202,4.55,0.92
118,2,2,24.237,23.335,3.72,0.9
119,2,2,24.167,23.212,3.95,0.91
120,2,2,24.097,22.91,4.93,0.91
121,2,2,24.033,22.683,5.62,0.75
122,2,2,23.969,22.875,4.56,0.69
123,2,2,23.905,23.315,2.47,0.65
124,2,2,23.84,23.756,0.35,0.67
125,2,2,23.776,24.087,1.31,0.74
126,2,2,23.712,24.09,1.59,0.81
127,2,2,23.648,23.893,1.04,0.91
128,2,2,23.584,23.574,0.04,0.89
129,2,2,23.511,23.28,0.98,0.84
130,2,2,23.439,23.059,1.62,0.81
131,2,2,23.366,22.936,1.84,0.76
132,2,2,23.294,22.844,1.93,0.81
133,2,2,23.222,22.755,2.01,0.85
134,2,2,23.161,22.524,2.75,0.87
135,2,2,23.101,22.233,3.76,0.89
136,2,2,23.041,21.854,5.15,0.92
137,2,2,22.981,21.481,6.52,0.89
138,2,2,22.92,21.202,7.5,0.84
139,2,2,22.86,21.109,7.66,0.87
140,2,2,22.8,21.103,7.44,0.91
141,2,2,22.739,21.139,7.04,0.93
142,2,2,22.685,21.165,6.7,0.92
143,2,2,22.63,21.153,6.53,0.91
144,2,2,22.576,21.121,6.45,0.89
145,2,2,22.522,21.048,6.55,0.91
146,2,2,22.468,20.973,6.66,0.9
147,2,2,22.417,20.916,6.69,0.92
148,2,2,22.365,20.938,6.38,0.91
149,2,2,22.314,20.955,6.09,0.96
150,2,2,22.263,20.837,6.41,0.94
151,2,2,22.211,20.527,7.58,0.96
152,2,2,22.161,20.295,8.42,0.77
153,2,2,22.11,20.281,8.27,0.81
154,2,2,22.06,20.27,8.11,0.89
155,2,2,22.009,20.217,8.14,0.93
156,2,2,21.959,20.107,8.43,0.93
156,2,18,24.988,22.009,11.92,0.89
157,2,2,21.908,19.964,8.88,0.92
157,2,18,23.561,22.009,6.59,0.92
158,2,2,21.858,19.828,9.29,0.94
158,2,18,22.133,21.812,1.45,0.9
159,2,2,21.815,19.726,9.57,0.93
159,2,18,20.727,21.542,3.93,0.9
160,2,2,21.772,19.873,8.72,0.9
161,2,2,21.73,19.983,8.04,0.94
162,2,2,21.687,19.973,7.91,0.91
163,2,2,21.633,19.965,7.71,0.84
164,2,2,21.578,20.114,6.79,0.8
166,2,2,21.47,20.225,5.8,0.83
167,2,2,21.395,20.164,5.76,0.84
168,2,2,21.321,19.996,6.21,0.83
169,2,2,21.247,19.871,6.48,0.85
170,2,2,21.172,19.774,6.6,0.86
171,2,2,21.098,19.673,6.76,0.89
172,2,2,21.024,19.535,7.08,0.89
173,2,2,20.949,19.339,7.68,0.89
174,2,2,20.875,19.114,8.43,0.88
175,2,2,20.774,18.94,8.83,0.9
176,2,2,20.673,18.809,9.01,0.9
177,2,2,20.572,18.726,8.97,0.89
178,2,2,20.471,18.708,8.61,0.87
179,2,2,20.384,18.761,7.96,0.92
180,2,2,20.296,18.801,7.37,0.91
181,2,2,20.209,18.786,7.04,0.92
182,2,2,20.132,18.774,6.74,0.88
183,2,2,20.055,18.776,6.38,0.93
184,2,2,19.979,18.839,5.7,0.9
185,2,2,19.896,19.027,4.36,0.89
186,2,2,19.813,19.194,3.12,0.91
187,2,2,19.773,19.386,1.96,0.9
188,2,2,19.733,19.497,1.2,0.9
189,2,2,19.694,19.58,0.58,0.91
190,2,2,19.654,19.554,0.51,0.94
191,2,2,19.631,19.461,0.87,0.94
192,2,2,19.609,19.316,1.49,0.93
193,2,2,19.587,19.133,2.32,0.91
194,2,2,19.582,18.955,3.2,0.94
195,2,2,19.578,18.822,3.86,0.96
196,2,2,19.574,18.709,4.42,0.96
197,2,2,19.57,18.614,4.88,0.97
198,2,2,19.584,18.542,5.32,0.95
199,2,2,19.598,18.539,5.4,0.93
200,2,2,19.612,18.6,5.16,0.89
201,2,2,19.626,18.718,4.63,0.92
202,2,2,19.653,18.827,4.2,0.92
203,2,2,19.679,18.909,3.92,0.94
204,2,2,19.706,18.97,3.73,0.95
205,2,2,19.732,18.962,3.9,0.93
206,2,2,19.758,18.987,3.9,0.98
207,2,2,19.785,19.006,3.94,0.94
208,2,2,19.811,19.082,3.68,0.96
209,2,2,19.864,19.161,3.54,0.95
210,2,2,19.918,19.22,3.5,0.95
211,2,2,19.971,19.219,3.76,0.92
212,2,2,20.027,19.219,4.03,0.93
213,2,2,20.082,19.248,4.15,0.94
214,2,2,20.138,19.301,4.16,0.94
215,2,2,20.21,19.34,4.31,0.91
216,2,2,20.282,19.359,4.55,0.92
217,2,2,20.355,19.335,5.01,0.93
218,2,2,20.45,19.318,5.54,0.93
219,2,2,20.545,19.322,5.95,0.92
220,2,2,20.64,19.34,6.3,0.95
221,2,2,20.735,19.39,6.49,0.94
222,2,2,20.847,19.427,6.81,0.91
223,2,2,20.958,19.615,6.41,0.92
224,2,2,21.07,19.778,6.13,0.89
225,2,2,21.181,19.96,5.77,0.86
226,2,2,21.29,20.103,5.57,0.85
227,2,2,21.398,20.204,5.58,0.85
228,2,2,21.507,20.23,5.93,0.83
229,2,2,21.615,20.228,6.41,0.82
230,2,2,21.723,20.227,6.89,0.84
231,2,2,21.832,20.315,6.95,0.79
232,2,2,21.921,20.581,6.12,0.84
233,2,2,22.011,20.834,5.35,0.82
234,2,2,22.101,21.109,4.49,0.82
235,2,2,22.191,21.513,3.06,0.85
236,2,2,22.296,21.826,2.11,0.84
237,2,2,22.4,22.061,1.51,0.85
238,2,2,22.505,22.186,1.41,0.87
239,2,2,22.609,22.281,1.45,0.87
240,2,2,22.714,22.443,1.19,0.86
241,2,2,22.818,22.671,0.65,0.85
242,2,2,22.886,22.842,0.19,0.88
243,2,2,22.954,22.982,0.12,0.89
244,2,2,23.022,23.087,0.28,0.9
245,2,2,23.09,23.262,0.74,0.91
246,2,2,23.148,23.393,1.06,0.92
247,2,2,23.205,23.405,0.86,0.9
248,2,2,23.262,23.401,0.6,0.9
249,2,2,23.32,23.398,0.33,0.9
250,2,2,23.377,23.391,0.06,0.93
251,2,2,23.435,23.357,0.33,0.92
252,2,2,23.477,23.315,0.69,0.91
253,2,2,23.52,23.094,1.81,0.92
254,2,2,23.563,22.926,2.71,0.91
255,2,2,23.606,22.799,3.42,0.87
256,2,2,23.649,22.65,4.22,0.88
257,2,2,23.675,22.538,4.8,0.9
258,2,2,23.702,22.454,5.26,0.92
259,2,2,23.728,22.354,5.79,0.94
260,2,2,23.755,22.278,6.21,0.96
261,2,2,23.781,22.222,6.56,0.95
262,2,2,23.808,22.274,6.44,0.95
263,2,2,23.827,22.366,6.13,0.91
264,2,2,23.845,22.406,6.04,0.95
265,2,2,23.864,22.465,5.86,0.9
266,2,2,23.872,22.533,5.61,0.92
267,2,2,23.88,22.585,5.42,0.9
268,2,2,23.887,22.64,5.22,0.94
269,2,2,23.895,22.654,5.19,0.94
270,2,2,23.903,22.692,5.07,0.94
271,2,2,23.91,22.75,4.85,0.93
272,2,2,23.927,22.793,4.74,0.94
273,2,2,23.944,22.776,4.88,0.95
274,2,2,23.961,22.763,5.0,0.92
275,2,2,23.972,22.767,5.03,0.97
276,2,2,23.983,22.784,5.0,0.93
277,2,2,23.995,22.834,4.84,0.93
278,2,2,24.009,22.898,4.63,0.94
279,2,2,24.035,22.945,4.53,0.96
280,2,2,24.06,22.921,4.74,0.96
281,2,2,24.085,22.902,4.91,0.96
282,2,2,24.111,22.888,5.07,0.94
283,2,2,24.153,22.801,5.59,0.94
284,2,2,24.194,22.736,6.03,0.96
285,2,2,24.236,22.703,6.32,0.96
286,2,2,24.278,22.684,6.57,0.96
287,2,2,24.32,22.744,6.48,0.96
288,2,2,24.361,22.814,6.35,0.96
289,2,2,24.436,22.877,6.38,0.97
290,2,2,24.511,22.953,6.36,0.95
293,2,2,24.737,23.009,6.98,0.95
