frame,obj_id,dist_gt,dist_pred,error_pct,iou
101,54,23.576,21.988,6.74,0.53
237,98,21.523,20.833,3.2,0.92
238,98,20.851,20.129,3.46,0.84
239,98,20.178,19.685,2.44,0.88
240,98,19.469,19.123,1.78,0.83
242,98,18.051,17.989,0.35,0.7
243,98,17.343,17.467,0.72,0.8
244,98,16.636,16.812,1.05,0.73
246,102,23.351,22.831,2.23,0.85
253,102,18.611,19.157,2.94,0.84
253,103,18.679,17.999,3.64,0.91
254,102,17.954,17.643,1.73,0.84
254,103,17.987,16.972,5.64,0.84
255,102,17.219,16.401,4.75,0.67
255,103,17.255,16.202,6.1,0.77
256,102,16.484,15.469,6.16,0.53
257,102,15.749,14.683,6.77,0.64
258,102,15.014,13.877,7.57,0.72
259,102,14.304,13.423,6.16,0.76
283,122,17.796,16.502,7.27,0.68
285,122,16.366,15.773,3.62,0.81
286,122,15.645,15.021,3.99,0.76
287,122,14.912,14.198,4.79,0.75
288,122,14.179,13.625,3.91,0.72
289,122,13.445,13.051,2.93,0.75
290,122,12.712,12.509,1.59,0.81
291,122,11.978,12.007,0.24,0.74
292,122,11.245,11.322,0.69,0.76
293,122,10.512,10.584,0.69,0.64
294,122,9.778,9.9,1.25,0.72
295,122,9.042,9.288,2.72,0.67
296,122,8.306,8.617,3.75,0.73
320,149,14.128,14.493,2.58,0.76
321,149,13.603,14.493,6.54,0.85
322,149,13.078,13.82,5.68,0.81
323,149,12.557,13.305,5.96,0.83
324,149,12.037,12.766,6.06,0.74
325,149,11.509,12.085,5.0,0.78
326,149,10.982,11.873,8.12,0.85
327,149,10.454,11.354,8.61,0.91
328,149,9.929,10.348,4.22,0.85
329,149,9.392,9.776,4.08,0.86
330,149,8.856,9.063,2.34,0.81
331,149,8.371,8.431,0.71,0.89
331,158,14.456,14.493,0.25,0.71
332,158,13.771,14.037,1.94,0.74
333,158,13.085,13.679,4.54,0.76
334,158,12.4,12.786,3.12,0.79
335,158,11.714,12.091,3.22,0.8
