frame,cls_id,obj_id,dist_gt,dist_pred,error_pct,iou
19,2,7,32.969,37.035,12.33,0.87
21,2,2,41.112,32.05,22.04,0.88
22,2,2,40.412,32.197,20.33,0.77
23,2,2,39.712,32.306,18.65,0.85
24,2,2,39.012,32.439,16.85,0.81
25,2,2,38.356,32.709,14.72,0.78
26,2,2,37.699,32.971,12.54,0.79
26,2,11,55.522,62.004,11.67,0.78
27,2,2,37.043,33.187,10.41,0.79
27,2,13,58.759,62.743,6.78,0.7
28,2,2,36.303,33.689,7.2,0.77
28,2,13,57.205,63.163,10.42,0.7
29,2,2,35.563,34.185,3.88,0.69
29,2,13,55.651,64.959,16.73,0.77
30,2,2,34.823,34.557,0.76,0.76
31,2,2,34.202,34.772,1.67,0.78
31,2,13,52.512,66.306,26.27,0.75
32,2,2,33.58,34.058,1.42,0.62
33,2,2,32.958,33.01,0.16,0.81
36,2,31,44.796,45.534,1.65,0.79
37,2,31,43.311,45.534,5.13,0.77
38,2,31,41.826,44.982,7.55,0.78
38,2,34,47.496,47.345,0.32,0.88
39,2,31,40.401,43.259,7.07,0.89
40,2,31,38.976,41.067,5.36,0.77
41,2,31,37.552,39.16,4.28,0.84
42,2,31,36.127,37.646,4.2,0.72
43,2,31,34.705,36.482,5.12,0.73
44,2,31,33.284,35.307,6.08,0.74
45,2,31,31.863,34.063,6.91,0.75
46,2,31,30.441,32.775,7.67,0.78
47,2,31,29.02,31.478,8.47,0.81
48,2,31,27.596,30.105,9.09,0.74
49,2,31,26.173,28.69,9.62,0.74
49,2,43,51.856,37.035,28.58,0.73
50,2,31,24.749,27.278,10.22,0.89
50,2,43,51.209,37.035,27.68,0.67
50,2,34,39.791,47.345,18.99,0.71
51,2,31,23.326,25.775,10.5,0.78
52,2,31,21.902,24.396,11.39,0.74
53,2,31,20.501,23.122,12.79,0.77
53,2,43,49.263,37.035,24.82,0.73
53,2,34,37.874,45.96,21.35,0.71
54,2,31,19.1,21.945,14.9,0.74
54,2,47,80.602,98.019,21.61,0.79
55,2,31,17.699,20.947,18.35,0.79
56,2,43,47.313,37.165,21.45,0.83
58,2,49,79.747,98.019,22.91,0.74
58,2,34,34.687,44.094,27.12,0.84
59,2,49,79.527,98.019,23.25,0.75
59,2,34,34.048,42.449,24.67,0.81
60,2,49,79.307,94.554,19.23,0.69
61,2,49,79.087,91.009,15.07,0.65
61,2,43,44.075,37.262,15.46,0.79
62,2,49,78.835,88.053,11.69,0.67
63,2,49,78.582,83.436,6.18,0.52
63,2,34,31.499,40.763,29.41,0.82
64,2,34,30.861,38.57,24.98,0.85
65,2,34,30.202,36.277,20.11,0.84
65,2,49,41.492,76.661,84.76,0.59
66,2,49,40.841,67.053,64.18,0.65
67,2,49,40.189,58.758,46.2,0.63
67,2,34,28.883,34.533,19.56,0.9
73,2,49,44.367,52.538,18.41,0.58
74,2,49,43.64,48.383,10.87,0.54
75,2,49,42.912,45.843,6.83,0.63
75,2,57,24.039,20.129,16.26,0.55
76,2,63,34.169,30.413,10.99,0.79
78,2,57,21.808,20.129,7.7,0.62
78,2,65,33.205,23.741,28.5,0.77
78,2,63,32.692,30.413,6.97,0.87
79,2,65,32.476,23.741,26.89,0.83
79,2,63,31.953,30.043,5.98,0.83
80,2,65,31.746,23.741,25.22,0.68
80,2,63,31.214,29.651,5.01,0.81
81,2,65,30.984,23.514,24.11,0.63
81,2,63,30.475,29.319,3.79,0.87
81,2,69,74.722,69.435,7.07,0.65
82,2,65,30.221,23.201,23.23,0.68
82,2,63,29.682,28.872,2.73,0.85
82,2,69,74.609,69.435,6.93,0.54
83,2,65,29.458,22.92,22.19,0.73
83,2,63,28.889,28.505,1.33,0.79
84,2,65,23.614,22.627,4.18,0.62
84,2,63,28.096,28.167,0.25,0.8
85,2,65,22.818,22.191,2.75,0.64
85,2,63,27.303,27.782,1.75,0.65
86,2,65,22.021,21.68,1.55,0.68
86,2,63,30.796,27.354,11.18,0.67
87,2,65,21.225,21.025,0.94,0.64
87,2,63,25.729,26.895,4.53,0.77
88,2,65,20.436,20.261,0.86,0.6
88,2,63,24.948,26.248,5.21,0.82
89,2,65,19.647,19.477,0.87,0.62
89,2,63,24.167,25.436,5.25,0.84
90,2,65,18.859,18.745,0.6,0.63
90,2,63,23.386,24.727,5.73,0.85
91,2,63,22.605,24.162,6.89,0.83
92,2,63,21.808,23.727,8.8,0.83
92,2,78,22.271,19.47,12.58,0.65
93,2,63,21.012,23.328,11.02,0.8
93,2,78,21.486,19.47,9.38,0.63
94,2,63,20.215,22.808,12.83,0.82
94,2,78,20.71,19.418,6.24,0.63
94,2,79,35.683,28.248,20.84,0.66
95,2,63,19.419,22.228,14.47,0.82
95,2,78,19.934,19.211,3.63,0.67
95,2,79,34.913,28.361,18.77,0.71
96,2,63,18.622,21.676,16.4,0.8
96,2,78,19.159,18.911,1.29,0.64
96,2,79,34.144,28.447,16.69,0.7
97,2,63,17.851,21.17,18.59,0.85
97,2,78,18.386,18.595,1.13,0.63
97,2,79,33.373,28.51,14.57,0.76
98,2,63,17.079,20.459,19.79,0.83
98,2,78,17.589,18.203,3.49,0.61
98,2,79,32.603,28.495,12.6,0.8
99,2,63,16.307,19.695,20.77,0.82
