frame,obj_id,dist_gt,dist_pred,error_pct,iou
0,5,10.654,11.882,11.52,0.71
1,5,10.552,11.839,12.2,0.71
2,3,14.034,15.261,8.74,0.78
2,5,10.449,11.753,12.48,0.7
3,3,13.934,15.051,8.02,0.82
4,3,13.813,15.131,9.54,0.81
5,3,13.692,15.259,11.45,0.88
6,3,13.57,15.271,12.53,0.74
7,3,13.449,15.187,12.92,0.76
8,3,13.328,15.03,12.77,0.76
9,3,13.228,14.908,12.7,0.79
10,3,13.128,14.858,13.17,0.84
11,3,13.028,14.839,13.9,0.84
12,3,12.928,14.61,13.01,0.77
13,3,12.828,14.388,12.16,0.84
14,3,12.689,14.173,11.7,0.88
15,3,12.55,14.043,11.9,0.82
16,3,12.423,14.008,12.76,0.72
17,3,12.296,13.774,12.01,0.72
18,3,12.17,13.515,11.06,0.74
19,3,12.043,13.395,11.23,0.76
20,3,11.916,13.329,11.86,0.64
21,3,11.789,13.215,12.09,0.68
22,3,11.662,13.124,12.54,0.63
23,3,11.536,12.886,11.71,0.81
24,3,11.436,12.555,9.78,0.78
25,3,11.336,12.498,10.25,0.71
26,3,11.209,12.446,11.04,0.63
27,3,11.083,12.284,10.84,0.8
28,3,10.956,12.157,10.96,0.8
29,3,10.853,12.005,10.61,0.84
30,3,10.75,11.942,11.09,0.75
31,3,10.646,11.763,10.49,0.77
32,3,10.543,11.712,11.09,0.74
33,3,10.439,11.563,10.76,0.69
34,3,10.336,11.406,10.35,0.63
35,3,10.185,11.328,11.23,0.68
36,3,10.033,11.234,11.97,0.68
37,3,9.882,11.067,11.99,0.72
38,3,9.792,10.935,11.68,0.71
39,3,9.701,10.785,11.18,0.76
40,3,9.61,10.719,11.54,0.76
41,3,9.484,10.594,11.71,0.73
42,3,9.357,10.439,11.57,0.68
43,3,9.23,10.174,10.23,0.64
44,3,9.104,9.958,9.39,0.56
50,6,14.272,16.343,14.51,0.76
51,6,14.171,16.355,15.41,0.81
52,6,14.071,16.431,16.77,0.74
53,6,13.976,16.406,17.38,0.75
54,6,13.871,16.228,16.99,0.69
55,6,13.772,15.993,16.13,0.62
56,6,13.672,15.801,15.57,0.66
57,7,12.897,14.186,10.0,0.8
57,6,13.572,15.828,16.62,0.74
58,7,12.807,14.126,10.3,0.75
58,6,13.473,15.822,17.44,0.79
59,7,12.718,14.065,10.6,0.77
59,6,13.373,15.484,15.78,0.75
60,7,12.628,13.953,10.49,0.71
60,6,13.274,15.139,14.06,0.7
