frame,obj_id,dist_gt,dist_pred,error_pct,iou
6,1,67.02,267.539,299.19,0.92
17,2,53.893,174.663,224.09,0.78
18,2,52.741,161.69,206.58,0.75
19,2,51.589,142.971,177.14,0.81
20,2,50.437,118.802,135.54,0.8
25,2,44.677,92.072,106.08,0.82
26,2,43.525,73.71,69.35,0.85
27,2,42.373,59.983,41.56,0.81
28,2,41.221,53.759,30.42,0.87
31,2,37.912,49.547,30.69,0.82
34,2,34.694,45.474,31.07,0.84
35,2,33.622,43.616,29.73,0.85
36,2,32.549,42.779,31.43,0.95
37,2,31.502,42.003,33.33,0.94
38,2,30.455,39.517,29.75,0.97
39,2,29.408,36.771,25.04,0.93
40,2,28.361,34.126,20.33,0.85
41,2,27.314,31.875,16.7,0.83
42,2,26.352,30.318,15.05,0.8
43,2,25.39,29.413,15.85,0.87
56,5,21.499,26.245,22.08,0.64
62,11,17.646,23.069,30.73,0.64
63,11,17.121,22.66,32.35,0.9
64,11,16.596,21.645,30.42,0.84
65,11,16.071,20.034,24.66,0.72
66,11,15.546,19.4,24.79,0.72
67,11,15.093,18.901,25.22,0.82
68,11,14.64,18.407,25.73,0.79
69,11,14.187,17.634,24.29,0.72
71,11,13.281,16.628,25.2,0.85
72,11,12.828,15.911,24.03,0.77
73,11,12.477,15.186,21.72,0.66
74,25,10.143,10.987,8.32,0.84
74,11,12.125,14.387,18.66,0.69
75,11,11.774,13.921,18.24,0.8
76,11,11.422,13.597,19.04,0.76
76,25,9.582,10.176,6.2,0.78
77,11,11.159,13.323,19.39,0.87
77,25,9.301,9.94,6.87,0.77
78,25,9.021,9.911,9.87,0.76
79,25,8.895,9.75,9.61,0.7
80,25,8.77,9.539,8.77,0.64
81,25,8.645,9.44,9.19,0.76
82,25,8.52,9.212,8.12,0.85
83,25,8.395,9.306,10.85,0.86
84,25,8.27,9.099,10.02,0.76
85,25,8.145,8.937,9.72,0.79
86,25,8.111,8.863,9.27,0.85
87,25,8.078,8.815,9.12,0.94
88,25,8.045,8.846,9.96,0.91
89,25,8.012,8.899,11.08,0.84
90,25,7.979,8.895,11.49,0.86
91,25,8.603,8.724,1.41,0.84
92,25,7.912,8.561,8.2,0.89
93,25,7.908,8.543,8.03,0.82
94,25,8.589,8.634,0.52,0.8
95,25,7.901,8.785,11.19,0.81
96,25,7.897,8.706,10.25,0.93
97,25,7.894,8.53,8.07,0.9
98,25,7.89,8.476,7.43,0.9
99,25,7.886,8.456,7.23,0.9
100,25,7.883,8.548,8.44,0.82
101,25,7.879,8.532,8.29,0.81
102,25,7.875,8.581,8.96,0.8
103,25,7.872,8.547,8.58,0.85
104,25,7.872,8.619,9.49,0.87
106,25,7.874,8.697,10.45,0.84
120,59,39.134,65.797,68.13,0.7
123,59,41.687,70.167,68.32,0.61
124,59,42.539,75.354,77.14,0.61
126,59,44.455,80.084,80.15,0.61
127,57,11.51,12.232,6.27,0.81
128,57,11.508,12.016,4.41,0.79
129,57,11.506,11.971,4.04,0.81
130,64,48.283,115.806,139.85,0.81
131,64,49.238,114.818,133.19,0.86
131,57,11.502,12.113,5.32,0.81
