frame,cls_id,obj_id,dist_gt,dist_pred,error_pct,iou
25,2,1,55.549,230.447,314.85,0.84
26,2,1,52.333,197.439,277.28,0.84
56,2,3,49.481,183.531,270.91,0.91
57,2,3,48.547,171.429,253.12,0.81
61,2,3,44.658,162.352,263.55,0.93
62,2,3,43.715,144.621,230.83,0.89
65,2,3,40.883,127.816,212.64,0.91
66,2,3,39.937,112.236,181.04,0.93
67,2,3,38.932,99.753,156.22,0.84
69,2,3,36.923,90.141,144.13,0.81
72,2,3,34.299,82.851,141.56,0.87
73,2,3,33.424,75.939,127.2,0.95
75,2,3,31.75,69.573,119.13,0.81
76,2,3,30.951,63.807,106.15,0.81
77,2,3,30.153,59.185,96.28,0.85
78,2,3,29.354,55.345,88.55,0.87
79,2,3,28.603,52.347,83.01,0.96
80,2,3,27.9,49.804,78.51,0.94
81,2,3,27.197,47.113,73.22,0.89
82,2,3,26.495,44.283,67.14,0.94
83,2,3,25.792,41.753,61.88,0.92
84,2,3,25.089,39.571,57.72,0.89
85,2,3,24.492,37.554,53.33,0.85
86,2,3,23.895,35.79,49.78,0.83
87,2,3,23.297,34.26,47.05,0.9
88,2,3,22.7,32.811,44.54,0.81
89,2,3,22.103,31.414,42.12,0.84
90,2,3,21.535,30.169,40.09,0.84
90,2,7,34.966,57.852,65.45,0.87
91,2,3,20.966,29.077,38.69,0.86
91,2,7,34.578,58.338,68.71,0.86
92,2,3,20.399,28.028,37.4,0.87
92,2,7,34.19,58.375,70.74,0.89
93,2,3,19.832,27.002,36.15,0.8
94,2,3,19.265,25.931,34.6,0.81
94,2,7,33.539,58.403,74.13,0.75
95,2,3,18.776,24.965,32.96,0.82
95,2,7,33.276,57.858,73.87,0.83
96,2,3,18.286,24.057,31.56,0.86
96,2,7,33.013,56.851,72.21,0.83
97,2,3,17.796,23.195,30.34,0.9
97,2,7,32.75,55.16,68.43,0.85
98,2,3,17.306,22.321,28.98,0.93
98,2,7,32.487,52.969,63.05,0.83
99,2,3,16.816,21.441,27.5,0.9
99,2,7,32.223,51.047,58.42,0.88
100,2,3,16.334,20.57,25.93,0.9
100,2,7,31.959,49.24,54.07,0.8
100,2,11,41.608,57.852,39.04,0.76
101,2,3,15.851,19.681,24.16,0.87
101,2,7,31.696,47.642,50.31,0.88
101,2,11,41.221,57.852,40.35,0.73
101,2,12,26.019,31.617,21.51,0.8
102,2,3,15.368,18.827,22.5,0.88
102,2,7,31.432,46.311,47.34,0.83
102,2,11,40.833,57.396,40.56,0.71
102,2,12,25.443,31.76,24.83,0.74
103,2,3,14.886,18.021,21.07,0.81
103,2,7,31.169,45.236,45.13,0.8
103,2,11,40.445,57.054,41.07,0.83
103,2,12,25.026,31.771,26.95,0.78
104,2,3,14.403,17.236,19.67,0.8
104,2,7,30.905,43.894,42.03,0.79
104,2,11,40.072,57.047,42.36,0.78
104,2,12,24.61,31.78,29.13,0.83
105,2,7,30.709,42.811,39.41,0.88
105,2,11,39.7,57.179,44.03,0.74
105,2,12,24.169,31.482,30.26,0.81
106,2,7,30.514,41.999,37.64,0.85
106,2,11,39.327,57.324,45.76,0.72
106,2,12,23.729,31.163,31.33,0.74
107,2,7,30.318,41.725,37.62,0.85
107,2,11,38.955,57.448,47.47,0.72
107,2,12,23.288,30.892,32.65,0.74
108,2,7,30.122,41.882,39.04,0.89
108,2,11,38.582,57.546,49.15,0.74
108,2,12,22.907,30.553,33.38,0.74
109,2,7,29.927,42.67,42.58,0.89
109,2,11,38.214,58.108,52.06,0.79
109,2,12,22.526,30.136,33.78,0.81
110,2,7,29.731,43.503,46.32,0.86
110,2,11,37.846,59.232,56.51,0.85
110,2,12,22.145,29.657,33.92,0.84
111,2,7,29.536,44.521,50.73,0.85
111,2,11,37.478,60.914,62.53,0.83
111,2,12,21.764,29.243,34.37,0.81
112,2,7,29.34,45.284,54.34,0.84
112,2,11,37.11,62.175,67.54,0.79
112,2,12,21.382,28.915,35.23,0.82
