frame,cls_id,obj_id,dist_gt,dist_pred,error_pct,iou
0,2,2,20.433,18.854,7.73,0.93
1,2,2,20.51,18.904,7.83,0.92
2,2,2,20.587,18.908,8.15,0.92
3,2,2,20.664,18.911,8.48,0.95
4,2,2,20.74,18.757,9.56,0.96
5,2,2,20.807,18.547,10.86,0.95
6,2,2,20.874,18.358,12.05,0.92
7,2,2,20.941,18.206,13.06,0.9
8,2,2,21.008,18.089,13.9,0.91
9,2,2,21.075,18.001,14.59,0.9
10,2,2,21.141,17.978,14.96,0.91
11,2,2,21.192,17.976,15.18,0.9
12,2,2,21.243,18.025,15.15,0.93
13,2,2,21.294,18.079,15.1,0.93
14,2,2,21.344,18.172,14.86,0.93
15,2,2,21.395,18.308,14.43,0.91
16,2,2,21.433,18.535,13.52,0.89
17,2,2,21.472,18.779,12.54,0.94
18,2,2,21.51,18.962,11.84,0.92
19,2,2,21.548,19.093,11.39,0.91
20,2,2,21.586,19.191,11.1,0.88
21,2,2,21.622,19.315,10.67,0.86
22,2,2,21.658,19.408,10.39,0.88
23,2,2,21.693,19.447,10.36,0.89
24,2,2,21.729,19.477,10.37,0.88
25,2,2,21.772,19.531,10.29,0.88
26,2,2,21.814,19.589,10.2,0.89
27,2,2,21.856,19.693,9.9,0.91
28,2,2,21.899,19.849,9.36,0.94
29,2,2,21.946,19.992,8.9,0.91
30,2,2,21.993,20.167,8.3,0.89
31,2,2,22.04,20.322,7.79,0.9
32,2,2,22.105,20.438,7.54,0.92
33,2,2,22.17,20.533,7.38,0.86
34,2,2,22.235,20.555,7.56,0.93
35,2,2,22.301,20.606,7.6,0.92
36,2,2,22.372,20.645,7.72,0.86
37,2,2,22.443,20.81,7.28,0.83
38,2,2,22.514,21.047,6.52,0.82
39,2,2,22.603,21.224,6.1,0.86
40,2,2,22.691,21.342,5.95,0.86
41,2,2,22.779,21.347,6.29,0.85
42,2,2,22.867,21.325,6.75,0.88
43,2,2,22.956,21.299,7.22,0.88
44,2,2,23.047,21.215,7.95,0.88
45,2,2,23.137,21.07,8.94,0.88
46,2,2,23.228,20.829,10.33,0.92
47,2,2,23.325,20.649,11.47,0.89
48,2,2,23.404,20.575,12.09,0.86
49,2,2,23.488,20.659,12.04,0.85
50,2,2,23.571,20.722,12.09,0.86
51,2,2,23.655,20.712,12.44,0.84
52,2,2,23.724,20.704,12.73,0.86
53,2,2,23.793,20.712,12.95,0.9
54,2,2,23.862,20.795,12.85,0.91
55,2,2,23.93,20.948,12.46,0.89
56,2,2,23.986,21.158,11.79,0.88
57,2,2,24.042,21.417,10.92,0.93
58,2,2,24.105,21.611,10.35,0.86
59,2,2,24.169,21.6,10.63,0.87
60,2,2,24.233,21.347,11.91,0.8
61,2,2,24.298,21.152,12.95,0.78
62,2,2,24.365,21.005,13.79,0.86
63,2,2,24.434,21.328,12.71,0.82
64,2,2,24.503,22.042,10.04,0.87
65,2,2,24.561,22.578,8.08,0.94
66,2,2,24.619,22.652,7.99,0.88
68,2,2,24.739,22.489,9.09,0.93
69,2,2,24.811,22.367,9.85,0.91
70,2,2,24.883,22.341,10.22,0.9
71,2,2,24.948,22.488,9.86,0.88
