frame,cls_id,obj_id,dist_gt,dist_pred,error_pct,iou
29,2,1,14.18,12.646,10.82,0.9
30,2,1,14.558,12.762,12.34,0.81
31,2,1,14.94,12.849,14.0,0.84
32,2,1,15.321,13.03,14.95,0.86
33,2,1,15.703,13.261,15.55,0.85
34,2,1,16.084,13.523,15.93,0.85
35,2,1,16.465,13.839,15.95,0.87
36,2,1,16.9,14.182,16.08,0.88
37,2,1,17.335,14.543,16.1,0.88
38,2,1,17.77,14.957,15.83,0.89
39,2,1,18.204,15.356,15.65,0.86
40,2,1,18.639,15.805,15.2,0.89
41,2,1,19.061,16.195,15.04,0.91
42,2,1,19.483,16.505,15.29,0.92
43,2,1,19.904,16.743,15.88,0.94
44,2,1,20.326,16.967,16.53,0.91
44,2,7,8.573,7.123,16.92,0.87
45,2,1,20.748,17.24,16.91,0.91
45,2,7,8.918,7.181,19.47,0.86
46,2,1,21.127,17.527,17.04,0.87
46,2,7,9.251,7.225,21.9,0.87
47,2,1,21.505,17.919,16.67,0.92
47,2,7,9.585,7.335,23.48,0.9
48,2,1,21.884,18.224,16.73,0.91
48,2,7,9.918,7.496,24.42,0.87
49,2,1,22.268,18.455,17.12,0.94
49,2,7,10.251,7.681,25.07,0.87
50,2,1,22.651,18.735,17.29,0.94
50,2,7,10.585,7.914,25.24,0.87
51,2,1,23.03,19.209,16.59,0.92
51,2,7,10.946,8.21,25.0,0.87
52,2,1,23.408,19.786,15.47,0.93
52,2,7,11.307,8.563,24.27,0.87
53,2,1,23.786,20.364,14.39,0.94
53,2,7,11.669,8.945,23.35,0.86
54,2,1,24.164,20.888,13.56,0.94
54,2,7,12.03,9.348,22.3,0.85
55,2,1,24.542,21.282,13.29,0.82
55,2,7,12.391,9.741,21.39,0.83
56,2,1,24.907,21.566,13.41,0.88
56,2,7,12.78,10.102,20.95,0.83
57,2,1,25.271,21.777,13.83,0.91
57,2,7,13.168,10.469,20.5,0.86
58,2,1,25.64,21.935,14.45,0.93
58,2,7,13.557,10.777,20.5,0.84
59,2,1,26.009,22.123,14.94,0.96
59,2,7,13.945,11.099,20.41,0.8
60,2,7,14.333,11.458,20.06,0.83
61,2,7,14.678,11.79,19.67,0.85
62,2,7,15.023,12.109,19.4,0.85
63,2,7,15.368,12.471,18.85,0.85
64,2,7,15.713,12.813,18.46,0.89
65,2,7,16.059,13.148,18.12,0.88
66,2,7,16.382,13.408,18.15,0.84
67,2,7,16.705,13.603,18.57,0.88
68,2,7,17.03,13.749,19.27,0.87
69,2,7,17.354,13.926,19.75,0.86
70,2,7,17.678,14.316,19.02,0.84
71,2,7,17.974,14.887,17.17,0.92
72,2,7,18.27,15.425,15.57,0.87
73,2,7,18.565,15.828,14.75,0.84
74,2,7,18.861,16.079,14.75,0.84
77,2,7,19.658,16.268,17.25,0.81
78,2,7,19.909,16.55,16.87,0.84
79,2,7,20.16,16.774,16.79,0.84
81,2,7,20.663,17.078,17.35,0.84
82,2,7,20.916,17.416,16.73,0.83
83,2,7,21.169,17.74,16.2,0.86
84,2,7,21.422,17.983,16.05,0.87
85,2,7,21.674,18.29,15.62,0.86
87,2,7,22.165,18.616,16.01,0.84
96,2,7,24.59,19.182,21.99,0.75
98,2,7,25.214,20.706,17.88,0.77
99,2,7,25.526,22.027,13.71,0.76
100,2,7,25.838,23.017,10.92,0.77
101,2,7,26.15,23.596,9.77,0.73
102,2,7,26.462,24.03,9.19,0.74
104,2,7,27.086,24.49,9.58,0.75
107,2,7,28.088,24.872,11.45,0.67
109,2,7,28.778,25.718,10.63,0.77
125,2,20,33.176,27.593,16.83,0.9
127,2,20,33.484,27.929,16.59,0.84
128,2,20,33.639,28.18,16.23,0.84
135,2,23,34.647,33.874,2.23,0.86
136,2,23,34.787,34.208,1.67,0.91
138,2,23,35.068,34.458,1.74,0.84
139,2,23,35.206,34.803,1.14,0.81
141,2,23,35.437,35.062,1.06,0.82
