frame,obj_id,dist_gt,dist_pred,error_pct,iou
0,1,12.154,11.653,4.12,0.88
0,5,23.429,23.356,0.31,0.73
0,6,40.875,59.952,46.67,0.63
1,1,12.113,11.577,4.43,0.91
1,5,23.418,24.65,5.26,0.86
1,6,41.16,62.043,50.74,0.65
2,1,12.073,11.628,3.68,0.92
2,5,23.406,24.765,5.81,0.84
3,1,12.032,11.721,2.58,0.92
3,5,23.394,22.038,5.8,0.68
4,1,11.991,11.831,1.33,0.89
4,5,23.377,22.325,4.5,0.79
5,1,11.95,11.868,0.69,0.89
5,5,23.359,22.708,2.78,0.8
6,1,11.954,11.802,1.27,0.9
6,5,23.366,21.723,7.03,0.71
6,6,42.581,60.633,42.4,0.63
7,1,11.957,11.78,1.48,0.9
7,5,23.373,22.785,2.52,0.83
8,1,11.96,11.772,1.57,0.91
8,5,23.381,24.104,3.09,0.83
8,6,43.149,60.178,39.46,0.68
9,1,11.963,11.848,0.96,0.9
9,5,23.388,24.922,6.56,0.82
10,1,11.966,11.874,0.77,0.89
10,5,23.396,25.943,10.89,0.82
11,1,12.005,11.962,0.35,0.88
11,5,23.449,26.696,13.85,0.83
11,6,44.002,64.371,46.29,0.65
12,1,12.043,11.992,0.43,0.88
12,5,23.502,26.957,14.7,0.83
13,1,12.082,12.002,0.66,0.89
13,5,23.555,27.463,16.59,0.85
13,6,44.571,63.548,42.58,0.67
14,1,12.121,11.767,2.91,0.93
14,5,23.608,27.636,17.06,0.82
15,1,12.159,11.691,3.85,0.93
15,5,23.661,27.694,17.04,0.82
16,1,12.221,11.743,3.91,0.89
16,5,23.761,27.713,16.63,0.83
17,1,12.283,11.838,3.62,0.91
17,5,23.861,27.295,14.39,0.87
18,1,12.345,11.95,3.19,0.9
18,5,23.961,27.158,13.34,0.89
19,1,12.407,11.988,3.37,0.9
19,5,24.06,27.112,12.69,0.89
20,1,12.468,12.082,3.1,0.89
20,5,24.16,27.517,13.89,0.89
21,1,12.542,12.281,2.08,0.88
21,5,24.306,27.231,12.03,0.88
22,1,12.616,12.435,1.44,0.88
22,5,24.451,27.557,12.7,0.89
23,1,12.69,12.488,1.6,0.89
23,5,24.597,28.105,14.26,0.91
24,1,12.764,12.505,2.03,0.9
24,5,24.742,29.221,18.1,0.86
25,1,12.838,12.599,1.86,0.9
25,5,24.888,29.613,18.99,0.87
26,1,12.968,12.722,1.9,0.9
26,5,25.117,29.747,18.43,0.88
27,1,13.099,12.855,1.86,0.89
27,5,25.345,30.299,19.54,0.85
28,1,13.229,13.09,1.05,0.88
28,5,25.574,30.487,19.21,0.87
29,1,13.36,13.268,0.68,0.89
29,5,25.803,30.55,18.4,0.9
30,1,13.49,13.43,0.45,0.89
30,5,26.032,31.106,19.49,0.89
31,1,13.631,13.692,0.45,0.88
31,5,26.295,31.296,19.02,0.87
32,1,13.772,13.889,0.85,0.89
32,5,26.557,31.922,20.2,0.87
33,1,13.913,14.178,1.91,0.87
33,5,26.855,32.137,19.67,0.92
34,1,14.054,14.278,1.59,0.88
34,5,27.152,32.209,18.62,0.92
35,1,14.194,14.311,0.82,0.88
35,5,27.45,31.659,15.34,0.94
36,1,14.352,14.322,0.21,0.89
36,5,27.767,30.933,11.4,0.89
36,6,51.578,63.278,22.68,0.6
37,1,14.509,14.442,0.46,0.9
37,5,28.083,32.374,15.28,0.93
38,1,14.666,14.601,0.44,0.89
38,5,28.4,33.504,17.97,0.91
39,1,14.824,14.655,1.14,0.89
39,5,28.717,33.898,18.04,0.94
40,1,14.981,14.795,1.24,0.9
40,5,29.034,33.393,15.02,0.92
41,1,15.08,14.968,0.74,0.88
41,5,29.369,33.86,15.29,0.91
42,1,15.179,15.026,1.01,0.89
42,5,29.705,33.381,12.38,0.9
43,1,15.277,15.045,1.52,0.9
43,5,30.04,32.615,8.57,0.84
