frame,obj_id,dist_gt,dist_pred,error_pct,iou,source_file,csv_line_number,abs_error,dist_bin
622,186,9.967,13.212,32.5574395505167,0.57,3_0019_details.csv,859,3.244999999999999,0-10m
621,186,9.823,12.589,28.15840374630968,0.53,3_0019_details.csv,856,2.766,0-10m
339,107,6.872,9.299,35.31722933643771,0.7,3_0019_details.csv,437,2.4269999999999996,0-10m
292,135,9.884,11.847,19.860380412788338,0.66,3_0019_details.csv,262,1.9629999999999992,0-10m
181,67,9.871,11.756,19.096342822409074,0.55,3_0019_details.csv,55,1.8849999999999998,0-10m
624,187,9.906,11.771,18.826973551383,0.58,3_0019_details.csv,863,1.8650000000000002,0-10m
681,251,9.944,11.754,18.20193081255027,0.82,3_0019_details.csv,995,1.8099999999999987,0-10m
682,251,9.993,11.781,17.892524767337136,0.85,3_0019_details.csv,997,1.7880000000000003,0-10m
668,251,9.076,10.858,19.634200088144556,0.67,3_0019_details.csv,967,1.782,0-10m
680,251,9.894,11.673,17.9805942995755,0.69,3_0019_details.csv,993,1.779,0-10m
290,128,15.437,24.914,61.39146207164606,0.59,3_0019_details.csv,257,9.477000000000002,10-20m
291,128,15.279,24.599,60.99875646311932,0.57,3_0019_details.csv,260,9.32,10-20m
396,167,16.254,25.496,56.859849883105674,0.59,3_0019_details.csv,545,9.241999999999997,10-20m
289,128,15.595,24.825,59.1856364219301,0.55,3_0019_details.csv,254,9.229999999999999,10-20m
397,167,15.946,25.136,57.63200802709143,0.51,3_0019_details.csv,546,9.19,10-20m
398,167,15.637,24.67,57.766835070665735,0.52,3_0019_details.csv,547,9.033000000000001,10-20m
286,128,16.131,24.796,53.716446593515585,0.58,3_0019_details.csv,249,8.665,10-20m
287,128,15.942,24.561,54.064734663153935,0.57,3_0019_details.csv,251,8.619,10-20m
285,128,16.321,24.477,49.9724281600392,0.54,3_0019_details.csv,247,8.155999999999999,10-20m
294,128,14.822,22.917,54.61476184050738,0.54,3_0019_details.csv,267,8.095000000000002,10-20m
52,17,26.211,39.723,51.55087558658579,0.87,3_0019_details.csv,2,13.512,20-30m
617,243,25.733,39.114,51.99937823028794,0.82,3_0019_details.csv,846,13.380999999999997,20-30m
616,243,26.257,39.598,50.80930799405871,0.88,3_0019_details.csv,843,13.340999999999998,20-30m
745,191,25.952,39.096,50.6473489519112,0.93,3_0020_details.csv,504,13.143999999999995,20-30m
618,243,25.209,38.12,51.21583561426474,0.79,3_0019_details.csv,849,12.910999999999998,20-30m
622,243,23.626,36.292,53.61042918818251,0.68,3_0019_details.csv,860,12.666,20-30m
620,243,24.417,37.013,51.58700905107095,0.75,3_0019_details.csv,854,12.595999999999997,20-30m
747,191,24.917,37.507,50.52775213709514,0.9,3_0020_details.csv,506,12.589999999999996,20-30m
746,191,25.434,37.892,48.98167806872691,0.9,3_0020_details.csv,505,12.458000000000002,20-30m
353,44,25.228,37.575,48.941652132551134,0.78,3_0015_details.csv,124,12.347000000000001,20-30m
197,54,38.345,26.371,31.22701786412831,0.73,3_0007_details.csv,122,11.974,30-40m
198,54,37.436,26.766,28.501976706913133,0.81,3_0007_details.csv,125,10.670000000000002,30-40m
271,20,30.754,39.858,29.602653313390114,0.88,3_0020_details.csv,259,9.103999999999996,30-40m
38,2,30.455,39.329,29.138072566081114,0.91,3_0015_details.csv,2,8.874000000000002,30-40m
270,20,31.059,39.929,28.5585498567243,0.9,3_0020_details.csv,258,8.870000000000001,30-40m
399,20,31.1,39.901,28.299035369774924,0.85,3_0020_details.csv,377,8.801000000000002,30-40m
105,11,30.709,39.451,28.467224592139118,0.88,3_0018_details.csv,30,8.742,30-40m
396,20,30.51,39.247,28.636512618813498,0.83,3_0020_details.csv,376,8.736999999999998,30-40m
124,1,30.142,38.789,28.68754561741093,0.95,3_0020_details.csv,192,8.647000000000002,30-40m
59,4,34.181,25.616,25.05778063836634,0.84,3_0004_details.csv,34,8.564999999999998,30-40m
362,63,47.272,36.283,23.246319174141135,0.8,3_0007_details.csv,167,10.988999999999997,40-50m
361,63,47.9,37.035,22.682672233820465,0.74,3_0007_details.csv,165,10.865000000000002,40-50m
363,63,46.713,36.039,22.850170188170317,0.81,3_0007_details.csv,169,10.674,40-50m
253,119,44.569,34.866,21.77073750813346,0.69,3_0001_details.csv,88,9.703000000000003,40-50m
364,63,46.155,36.697,20.491821037807384,0.88,3_0007_details.csv,171,9.457999999999998,40-50m
365,63,45.344,36.174,20.223182780522233,0.9,3_0007_details.csv,173,9.170000000000002,40-50m
281,125,40.568,32.46,19.986196016564776,0.73,3_0001_details.csv,102,8.107999999999997,40-50m
366,63,44.534,36.744,17.492253109983384,0.82,3_0007_details.csv,175,7.789999999999999,40-50m
22,2,40.412,32.937,18.496981094724344,0.78,3_0009_details.csv,3,7.475000000000001,40-50m
182,43,41.318,33.958,17.81305968343095,0.79,3_0007_details.csv,114,7.359999999999999,40-50m
