frame,obj_id,dist_gt,dist_pred,error_pct,iou,source_file,csv_line_number,abs_error,dist_bin
621,186,9.823,14.104,43.58139061386541,0.53,5_0019_details.csv,837,4.280999999999999,0-10m
622,186,9.967,13.364,34.0824721581218,0.57,5_0019_details.csv,839,3.3970000000000002,0-10m
183,68,9.622,12.423,29.110372064019955,0.63,5_0019_details.csv,56,2.801,0-10m
181,67,9.871,12.602,27.66690304933644,0.55,5_0019_details.csv,54,2.731,0-10m
293,126,8.189,10.706,30.736353645133708,0.63,5_0019_details.csv,252,2.5169999999999995,0-10m
480,186,9.867,12.203,23.674875848788876,0.67,5_0019_details.csv,581,2.3359999999999985,0-10m
479,187,9.764,12.033,23.238426874231873,0.63,5_0019_details.csv,578,2.269,0-10m
684,229,7.888,10.135,28.48630831643002,0.72,5_0019_details.csv,982,2.247,0-10m
619,187,9.094,11.298,24.235759841653845,0.64,5_0019_details.csv,832,2.2040000000000006,0-10m
623,187,9.742,11.932,22.4799835762677,0.65,5_0019_details.csv,840,2.1899999999999995,0-10m
295,128,14.681,24.854,69.29364484708127,0.55,5_0019_details.csv,259,10.173,10-20m
315,20,19.429,28.386,46.101188944361525,0.8,5_0020_details.csv,281,8.957,10-20m
290,128,15.437,24.383,57.9516745481635,0.59,5_0019_details.csv,246,8.946,10-20m
314,20,19.533,28.386,45.32329903240668,0.82,5_0020_details.csv,280,8.852999999999998,10-20m
286,128,16.131,24.964,54.75791953381687,0.58,5_0019_details.csv,238,8.832999999999998,10-20m
398,167,15.637,24.455,56.39189102769072,0.52,5_0019_details.csv,535,8.817999999999998,10-20m
400,167,15.007,23.781,58.46604917705071,0.51,5_0019_details.csv,536,8.774,10-20m
313,20,19.636,28.382,44.540639641474854,0.81,5_0020_details.csv,279,8.746000000000002,10-20m
396,167,16.254,24.959,53.556047742094236,0.59,5_0019_details.csv,533,8.704999999999998,10-20m
285,128,16.321,24.992,53.127872066662576,0.54,5_0019_details.csv,236,8.671,10-20m
626,243,22.042,37.009,67.9021867344161,0.73,5_0019_details.csv,845,14.966999999999999,20-30m
522,20,23.688,38.515,62.59287402904425,0.86,5_0020_details.csv,364,14.827000000000002,20-30m
53,17,25.255,39.854,57.806374975252425,0.89,5_0019_details.csv,4,14.599,20-30m
521,20,23.924,38.428,60.62531349272696,0.77,5_0020_details.csv,363,14.503999999999998,20-30m
291,20,24.204,38.527,59.17616922822674,0.88,5_0020_details.csv,258,14.323,20-30m
523,20,23.467,37.488,59.74773085609581,0.85,5_0020_details.csv,365,14.021,20-30m
290,20,24.501,38.513,57.18950246928696,0.86,5_0020_details.csv,257,14.011999999999997,20-30m
520,20,24.161,37.842,56.624311907619706,0.83,5_0020_details.csv,362,13.680999999999997,20-30m
289,20,24.826,38.416,54.7409973414968,0.88,5_0020_details.csv,256,13.589999999999996,20-30m
206,20,26.252,39.601,50.84945908883133,0.76,5_0020_details.csv,244,13.349,20-30m
197,54,38.345,26.968,29.670100404224797,0.73,5_0007_details.csv,121,11.376999999999999,30-40m
198,54,37.436,27.501,26.538625921572812,0.81,5_0007_details.csv,124,9.934999999999999,30-40m
208,13,30.971,39.771,28.413677311032902,0.84,5_0018_details.csv,145,8.8,30-40m
79,9,36.377,27.878,23.36366385353383,0.79,5_0010_details.csv,65,8.499000000000002,30-40m
58,4,33.812,25.443,24.751567490831647,0.83,5_0004_details.csv,33,8.368999999999996,30-40m
165,9,31.143,39.168,25.76823042096137,0.82,5_0020_details.csv,193,8.024999999999999,30-40m
495,20,30.292,38.178,26.03327611250494,0.88,5_0020_details.csv,349,7.885999999999996,30-40m
161,9,32.066,39.91,24.46204702800472,0.83,5_0020_details.csv,191,7.843999999999994,30-40m
82,40,30.221,22.401,25.87604645776116,0.7,5_0009_details.csv,27,7.82,30-40m
59,4,34.181,26.734,21.78695766653988,0.84,5_0004_details.csv,34,7.446999999999996,30-40m
362,63,47.272,37.204,21.29801996953799,0.8,5_0007_details.csv,166,10.067999999999998,40-50m
253,119,44.569,34.656,22.241917027530352,0.69,5_0001_details.csv,90,9.913000000000004,40-50m
361,63,47.9,38.224,20.200417536534452,0.74,5_0007_details.csv,164,9.676000000000002,40-50m
363,63,46.713,37.06,20.664483120330527,0.81,5_0007_details.csv,168,9.652999999999999,40-50m
281,125,40.568,32.368,20.212975744429098,0.73,5_0001_details.csv,104,8.199999999999996,40-50m
365,63,45.344,37.18,18.004587155963307,0.9,5_0007_details.csv,172,8.164000000000001,40-50m
364,63,46.155,38.05,17.560394323475254,0.88,5_0007_details.csv,170,8.105000000000004,40-50m
280,125,41.613,34.36,17.429649388412276,0.8,5_0001_details.csv,103,7.253,40-50m
22,2,40.412,33.874,16.178362862516078,0.78,5_0009_details.csv,3,6.537999999999997,40-50m
366,63,44.534,38.068,14.519243723896352,0.82,5_0007_details.csv,174,6.466000000000001,40-50m
